x_nm,y_nm,abs_ez_squared,in_particle_re
94.07999999999996,759.9999999999999,5.195880674099879e-14,False
88.19999999999996,800.0,1.886516742172116e-12,False
94.07999999999996,800.0,1.885808687652373e-12,False
99.96,640.0000000000001,6.858294213952426e-16,False
105.84000000000002,639.9999999999999,6.863337803427812e-16,False
99.96,680.0000000000001,9.904848647055588e-16,False
105.84000000000002,680.0,9.911250081939946e-16,False
111.72000000000003,560.0000000000001,1.30941409978662e-17,False
117.60000000000001,560.0,1.3105914220267427e-17,False
111.72000000000003,599.9999999999999,1.884735058822699e-17,False
117.60000000000001,599.9999999999999,1.888754678899709e-17,False
123.48,479.9999999999997,2.4956886136253473e-19,False
129.36,479.9999999999998,2.5040218138304776e-19,False
123.47999999999998,519.9999999999999,3.608920913192574e-19,False
129.36,519.9999999999999,3.6055509856745318e-19,False
135.24,400.0,4.767996172745675e-21,False
141.12,400.0,4.771165417281772e-21,False
147.0,400.0,4.777579960835484e-21,False
135.24,439.99999999999994,6.850357922069716e-21,False
141.12,439.99999999999994,6.839450332882922e-21,False
147.0,439.99999999999994,6.83978683553061e-21,False
76.43999999999996,719.9999999999998,3.595110981967041e-14,False
82.31999999999996,719.9999999999999,3.5939760878857914e-14,False
76.43999999999996,759.9999999999999,5.192823374680677e-14,False
82.31999999999996,759.9999999999999,5.193181461586768e-14,False
76.43999999999997,800.0,1.8862958803011277e-12,False
82.31999999999996,800.0,1.8853817912850383e-12,False
88.19999999999997,639.9999999999999,6.854437374412089e-16,False
94.07999999999998,640.0,6.859548305140755e-16,False
88.19999999999997,680.0,9.899558337227853e-16,False
94.07999999999998,680.0,9.905334059141878e-16,False
99.96,559.9999999999999,1.3089606262033394e-17,False
105.84000000000002,560.0,1.3106183368723484e-17,False
99.96,600.0,1.8816327767501333e-17,False
105.84000000000002,600.0,1.8840763657977754e-17,False
111.72000000000001,480.0,2.484082218133869e-19,False
117.60000000000001,479.9999999999998,2.491408061130115e-19,False
111.72000000000001,520.0,3.6180620245189895e-19,False
117.60000000000001,519.9999999999999,3.6160597292852966e-19,False
123.48,400.0,4.766255814108882e-21,False
129.36,400.0,4.765751791706539e-21,False
123.48,439.9999999999999,6.89037757291156e-21,False
129.36,439.9999999999999,6.867637538317396e-21,False
135.24,320.0,8.919364834503079e-23,False
141.12,319.99999999999994,8.845389688635135e-23,False
147.0,319.99999999999994,8.845529558118389e-23,False
135.24,360.0,1.3574063617526923e-22,False
141.12,359.99999999999994,1.374722437976428e-22,False
147.0,360.0,1.3877489517912847e-22,False
64.67999999999994,720.0,3.596428857603857e-14,False
70.55999999999995,719.9999999999999,3.594908647623308e-14,False
64.67999999999994,760.0,5.1916344715244207e-14,False
70.55999999999995,759.9999999999999,5.191224284067073e-14,False
64.67999999999995,800.0,1.886466641838812e-12,False
70.55999999999996,800.0,1.8853424664774054e-12,False
76.43999999999996,639.9999999999999,6.851123630494491e-16,False
82.31999999999996,639.9999999999999,6.855867742834947e-16,False
76.43999999999996,679.9999999999999,9.896143052226378e-16,False
82.31999999999995,680.0,9.900913285206182e-16,False
88.19999999999992,559.9999999999999,1.3075962501648032e-17,False
94.07999999999996,559.9999999999999,1.3097330130619362e-17,False
88.19999999999995,599.9999999999999,1.8823232370078902e-17,False
