design_id,re_style,period_nm,width_nm,gap_nm,kx_norm,mode_index,freq_thz_real,freq_thz_imag,wavelength_nm,q_value,particle_count,top_coverage,bottom_coverage,sidewall_coverage,re_overlap,score
fine_P294.000_G135.000,particulate,294.0,159.0,135.0,0.0,1,665.0252587985677,3.0684153151341046e-11,450.7986035622226,10836623965447.502,19,0.7861635220125787,0.4854368932038835,0.5,nan,0.20139643777741867
fine_P294.000_G135.000,particulate,294.0,159.0,135.0,0.01,1,664.9387360774354,0.010601835478492909,450.85726208179227,31359.604543304937,19,0.7861635220125787,0.4854368932038835,0.5,nan,14.157255608502943
fine_P294.000_G135.000,particulate,294.0,159.0,135.0,0.02,1,664.6811037971331,0.039801963305644394,451.0320156348231,8349.853230768562,19,0.7861635220125787,0.4854368932038835,0.5,nan,16.345300267800077
fine_P294.000_G135.000,particulate,294.0,159.0,135.0,0.05,1,662.9592716107135,0.1665705955093738,452.20343215297345,1990.024918814093,19,0.7861635220125787,0.4854368932038835,0.5,nan,20.007998094499044
fine_P294.000_G135.000,particulate,294.0,159.0,135.0,0.1,10,661.8556521654637,0.023383332818881608,452.95746439444474,14152.295083253219,19,0.7861635220125787,0.4854368932038835,0.5,nan,17.35415689333086
fine_P294.000_G135.000,particulate,294.0,159.0,135.0,0.2,4,672.7727638851427,0.06289995131363915,445.6073047142278,5347.959337285365,19,0.7861635220125787,0.4854368932038835,0.5,nan,22.479942899834064
fine_P294.000_G135.000,particulate,294.0,159.0,135.0,0.35,3,668.4419311440317,1.3120618679835512,448.4943927543686,254.72957771851492,19,0.7861635220125787,0.4854368932038835,0.5,nan,24.881289743057792
fine_P294.000_G135.000,particulate,294.0,159.0,135.0,0.5,3,663.1982043149767,2.448269407332143,452.04051526294205,135.44224388231396,19,0.7861635220125787,0.4854368932038835,0.5,nan,24.513498702336687
fine_P294.000_G135.000,particulate,294.0,159.0,135.0,0.75,1,661.8447017250672,3.0250291589066007,452.9649587261256,109.3947639771333,19,0.7861635220125787,0.4854368932038835,0.5,nan,25.80897258366638
fine_P294.000_G135.000,particulate,294.0,159.0,135.0,1.0,1,667.7076379591274,5.440079395815695,448.98761217757897,61.3692916387124,19,0.7861635220125787,0.4854368932038835,0.5,nan,26.860583380722417
