period_nm,width_nm,gap_nm,particle_w_nm,particle_gap_nm,particle_thickness_nm,side_particle_h_nm,side_particle_gap_nm,particle_count,top_coverage,bottom_coverage,sidewall_coverage
294.0,159.0,135.0,25.0,8.0,16.0,25.0,25.0,19,0.7861635220125787,0.4854368932038835,0.5
