Wavel.[nm]  	MAT._REFRACTIVE_INDEX  	MAT._ABSORPTION    
1328.734	2.0633	0.0000
1329.865	2.0633	0.0000
1330.995	2.0633	0.0000
1332.126	2.0633	0.0000
1333.257	2.0633	0.0000
1334.387	2.0632	0.0000
1335.518	2.0632	0.0000
1336.648	2.0632	0.0000
1337.779	2.0632	0.0000
1338.909	2.0632	0.0000
1340.040	2.0632	0.0000
1341.171	2.0632	0.0000
1342.301	2.0632	0.0000
1343.432	2.0631	0.0000
1344.562	2.0631	0.0000
1345.693	2.0631	0.0000
1346.823	2.0631	0.0000
1347.954	2.0631	0.0000
1349.085	2.0631	0.0000
1350.215	2.0631	0.0000
1351.346	2.0631	0.0000
1352.476	2.0630	0.0000
1353.607	2.0630	0.0000
1354.737	2.0630	0.0000
1355.868	2.0630	0.0000
1356.998	2.0630	0.0000
1358.129	2.0630	0.0000
1359.260	2.0630	0.0000
1360.390	2.0630	0.0000
1361.521	2.0629	0.0000
1362.651	2.0629	0.0000
1363.782	2.0629	0.0000
1364.912	2.0629	0.0000
1366.043	2.0629	0.0000
1367.174	2.0629	0.0000
1368.304	2.0629	0.0000
1369.435	2.0629	0.0000
1370.565	2.0628	0.0000
1371.696	2.0628	0.0000
1372.826	2.0628	0.0000
1373.957	2.0628	0.0000
1375.088	2.0628	0.0000
1376.218	2.0628	0.0000
1377.349	2.0628	0.0000
1378.479	2.0628	0.0000
1379.610	2.0627	0.0000
1380.740	2.0627	0.0000
1381.871	2.0627	0.0000
1383.002	2.0627	0.0000
1384.132	2.0627	0.0000
1385.263	2.0627	0.0000
1386.393	2.0627	0.0000
1387.524	2.0627	0.0000
1388.654	2.0626	0.0000
1389.785	2.0626	0.0000
1390.915	2.0626	0.0000
1392.046	2.0626	0.0000
1393.177	2.0626	0.0000
1394.307	2.0626	0.0000
1395.438	2.0626	0.0000
1396.568	2.0626	0.0000
1397.699	2.0626	0.0000
1398.829	2.0625	0.0000
1399.960	2.0625	0.0000
1401.091	2.0625	0.0000
1402.221	2.0625	0.0000
1403.352	2.0625	0.0000
1404.482	2.0625	0.0000
1405.613	2.0625	0.0000
1406.743	2.0625	0.0000
1407.874	2.0625	0.0000
1409.005	2.0624	0.0000
1410.135	2.0624	0.0000
1411.266	2.0624	0.0000
1412.396	2.0624	0.0000
1413.527	2.0624	0.0000
1414.657	2.0624	0.0000
1415.788	2.0624	0.0000
1416.918	2.0624	0.0000
1418.049	2.0624	0.0000
1419.180	2.0623	0.0000
1420.310	2.0623	0.0000
1421.441	2.0623	0.0000
1422.571	2.0623	0.0000
1423.702	2.0623	0.0000
1424.832	2.0623	0.0000
1425.963	2.0623	0.0000
1427.094	2.0623	0.0000
1428.224	2.0623	0.0000
1429.355	2.0622	0.0000
1430.485	2.0622	0.0000
1431.616	2.0622	0.0000
1432.746	2.0622	0.0000
1433.877	2.0622	0.0000
1435.008	2.0622	0.0000
1436.138	2.0622	0.0000
1437.269	2.0622	0.0000
1438.399	2.0622	0.0000
1439.530	2.0621	0.0000
1440.660	2.0621	0.0000
1441.791	2.0621	0.0000
1442.921	2.0621	0.0000
1444.052	2.0621	0.0000
1445.183	2.0621	0.0000
1446.313	2.0621	0.0000
1447.444	2.0621	0.0000
1448.574	2.0621	0.0000
1449.705	2.0621	0.0000
1450.835	2.0620	0.0000
1451.966	2.0620	0.0000
1453.097	2.0620	0.0000
1454.227	2.0620	0.0000
1455.358	2.0620	0.0000
1456.488	2.0620	0.0000
1457.619	2.0620	0.0000
1458.749	2.0620	0.0000
1459.880	2.0620	0.0000
1461.011	2.0620	0.0000
1462.141	2.0619	0.0000
1463.272	2.0619	0.0000
1464.402	2.0619	0.0000
1465.533	2.0619	0.0000
1466.663	2.0619	0.0000
1467.794	2.0619	0.0000
1468.924	2.0619	0.0000
1470.055	2.0619	0.0000
1471.186	2.0619	0.0000
1472.316	2.0619	0.0000
1473.447	2.0618	0.0000
1474.577	2.0618	0.0000
1475.708	2.0618	0.0000
1476.838	2.0618	0.0000
1477.969	2.0618	0.0000
1479.100	2.0618	0.0000
1480.230	2.0618	0.0000
1481.361	2.0618	0.0000
1482.491	2.0618	0.0000
1483.622	2.0618	0.0000
1484.752	2.0617	0.0000
1485.883	2.0617	0.0000
1487.014	2.0617	0.0000
1488.144	2.0617	0.0000
1489.275	2.0617	0.0000
1490.405	2.0617	0.0000
1491.536	2.0617	0.0000
1492.666	2.0617	0.0000
1493.797	2.0617	0.0000
1494.927	2.0617	0.0000
1496.058	2.0617	0.0000
1497.189	2.0616	0.0000
1498.319	2.0616	0.0000
1499.450	2.0616	0.0000
1500.580	2.0616	0.0000
1501.711	2.0616	0.0000
1502.841	2.0616	0.0000
1503.972	2.0616	0.0000
1505.103	2.0616	0.0000
1506.233	2.0616	0.0000
1507.364	2.0616	0.0000
1508.494	2.0616	0.0000
1509.625	2.0615	0.0000
1510.755	2.0615	0.0000
1511.886	2.0615	0.0000
1513.017	2.0615	0.0000
1514.147	2.0615	0.0000
1515.278	2.0615	0.0000
1516.408	2.0615	0.0000
1517.539	2.0615	0.0000
1518.669	2.0615	0.0000
1519.800	2.0615	0.0000
1520.930	2.0615	0.0000
1522.061	2.0614	0.0000
1523.192	2.0614	0.0000
1524.322	2.0614	0.0000
1525.453	2.0614	0.0000
1526.583	2.0614	0.0000
1527.714	2.0614	0.0000
1528.844	2.0614	0.0000
1529.975	2.0614	0.0000
1531.106	2.0614	0.0000
1532.236	2.0614	0.0000
1533.367	2.0614	0.0000
1534.497	2.0613	0.0000
1535.628	2.0613	0.0000
1536.758	2.0613	0.0000
1537.889	2.0613	0.0000
1539.020	2.0613	0.0000
1540.150	2.0613	0.0000
1541.281	2.0613	0.0000
1542.411	2.0613	0.0000
1543.542	2.0613	0.0000
1544.672	2.0613	0.0000
1545.803	2.0613	0.0000
1546.933	2.0613	0.0000
1548.064	2.0612	0.0000
1549.195	2.0612	0.0000
1550.325	2.0612	0.0000
1551.456	2.0612	0.0000
1552.586	2.0612	0.0000
1553.717	2.0612	0.0000
1554.847	2.0612	0.0000
1555.978	2.0612	0.0000
1557.109	2.0612	0.0000
1558.239	2.0612	0.0000
1559.370	2.0612	0.0000
1560.500	2.0612	0.0000
1561.631	2.0611	0.0000
1562.761	2.0611	0.0000
1563.892	2.0611	0.0000
1565.023	2.0611	0.0000
1566.153	2.0611	0.0000
1567.284	2.0611	0.0000
1568.414	2.0611	0.0000
1569.545	2.0611	0.0000
1570.675	2.0611	0.0000
1571.806	2.0611	0.0000
1572.936	2.0611	0.0000
1574.067	2.0611	0.0000
1575.198	2.0610	0.0000
1576.328	2.0610	0.0000
1577.459	2.0610	0.0000
1578.589	2.0610	0.0000
1579.720	2.0610	0.0000
1580.850	2.0610	0.0000
1581.981	2.0610	0.0000
1583.112	2.0610	0.0000
1584.242	2.0610	0.0000
1585.373	2.0610	0.0000
1586.503	2.0610	0.0000
1587.634	2.0610	0.0000
1588.764	2.0610	0.0000
1589.895	2.0609	0.0000
1591.026	2.0609	0.0000
1592.156	2.0609	0.0000
1593.287	2.0609	0.0000
1594.417	2.0609	0.0000
1595.548	2.0609	0.0000
1596.678	2.0609	0.0000
1597.809	2.0609	0.0000
1598.939	2.0609	0.0000
1600.070	2.0609	0.0000
1601.201	2.0609	0.0000
1602.331	2.0609	0.0000
1603.462	2.0609	0.0000
1604.592	2.0608	0.0000
1605.723	2.0608	0.0000
1606.853	2.0608	0.0000
1607.984	2.0608	0.0000
1609.115	2.0608	0.0000
1610.245	2.0608	0.0000
1611.376	2.0608	0.0000
1612.506	2.0608	0.0000
1613.637	2.0608	0.0000
1614.767	2.0608	0.0000
1615.898	2.0608	0.0000
1617.029	2.0608	0.0000
1618.159	2.0608	0.0000
1619.290	2.0607	0.0000
1620.420	2.0607	0.0000
1621.551	2.0607	0.0000
1622.681	2.0607	0.0000
1623.812	2.0607	0.0000
1624.942	2.0607	0.0000
1626.073	2.0607	0.0000
1627.204	2.0607	0.0000
1628.334	2.0607	0.0000
1629.465	2.0607	0.0000
1630.595	2.0607	0.0000
1631.726	2.0607	0.0000
1632.856	2.0607	0.0000
1633.987	2.0607	0.0000
1635.118	2.0606	0.0000
1636.248	2.0606	0.0000
1637.379	2.0606	0.0000
1638.509	2.0606	0.0000
1639.640	2.0606	0.0000
1640.770	2.0606	0.0000
1641.901	2.0606	0.0000
1643.032	2.0606	0.0000
1644.162	2.0606	0.0000
1645.293	2.0606	0.0000
1646.423	2.0606	0.0000
1647.554	2.0606	0.0000
1648.684	2.0606	0.0000
1649.815	2.0606	0.0000
1650.945	2.0605	0.0000
1652.076	2.0605	0.0000
1653.207	2.0605	0.0000
1654.337	2.0605	0.0000
1655.468	2.0605	0.0000
1656.598	2.0605	0.0000
1657.729	2.0605	0.0000
1658.859	2.0605	0.0000
1659.990	2.0605	0.0000
1661.121	2.0605	0.0000
1662.251	2.0605	0.0000
1663.382	2.0605	0.0000
1664.512	2.0605	0.0000
1665.643	2.0605	0.0000
1666.773	2.0605	0.0000
1667.904	2.0604	0.0000
1669.035	2.0604	0.0000
1670.165	2.0604	0.0000
1671.296	2.0604	0.0000
1672.426	2.0604	0.0000
1673.557	2.0604	0.0000
1674.687	2.0604	0.0000
1675.818	2.0604	0.0000
1676.948	2.0604	0.0000
1678.079	2.0604	0.0000
1679.210	2.0604	0.0000
1680.340	2.0604	0.0000
1681.471	2.0604	0.0000
1682.601	2.0604	0.0000
1683.732	2.0604	0.0000
1684.862	2.0603	0.0000
1685.993	2.0603	0.0000
1687.124	2.0603	0.0000
1688.254	2.0603	0.0000
1689.385	2.0603	0.0000
1690.515	2.0603	0.0000
1691.646	2.0603	0.0000
1692.776	2.0603	0.0000
1693.907	2.0603	0.0000
1695.038	2.0603	0.0000
1696.168	2.0603	0.0000
1697.299	2.0603	0.0000
1698.429	2.0603	0.0000
1699.560	2.0603	0.0000
1700.690	2.0603	0.0000
1701.821	2.0602	0.0000
1702.951	2.0602	0.0000
1704.082	2.0602	0.0000
1705.213	2.0602	0.0000
1706.343	2.0602	0.0000
1707.474	2.0602	0.0000
1708.604	2.0602	0.0000
1709.735	2.0602	0.0000
1710.865	2.0602	0.0000
1711.996	2.0602	0.0000
1713.127	2.0602	0.0000
1714.257	2.0602	0.0000
1715.388	2.0602	0.0000
1716.518	2.0602	0.0000
1717.649	2.0602	0.0000
1718.779	2.0602	0.0000
1719.910	2.0602	0.0000
1721.041	2.0601	0.0000
1722.171	2.0601	0.0000
1723.302	2.0601	0.0000
1724.432	2.0601	0.0000
1725.563	2.0601	0.0000
1726.693	2.0601	0.0000
1727.824	2.0601	0.0000
1728.954	2.0601	0.0000
1730.085	2.0601	0.0000
1731.216	2.0601	0.0000
1732.346	2.0601	0.0000
1733.477	2.0601	0.0000
1734.607	2.0601	0.0000
1735.738	2.0601	0.0000
1736.868	2.0601	0.0000
1737.999	2.0601	0.0000
1739.130	2.0600	0.0000
1740.260	2.0600	0.0000
1741.391	2.0600	0.0000
1742.521	2.0600	0.0000
1743.652	2.0600	0.0000
1744.782	2.0600	0.0000
1745.913	2.0600	0.0000
1747.044	2.0600	0.0000
1748.174	2.0600	0.0000
1749.305	2.0600	0.0000
1750.435	2.0600	0.0000
1751.566	2.0600	0.0000
1752.696	2.0600	0.0000
1753.827	2.0600	0.0000
1754.957	2.0600	0.0000
1756.088	2.0600	0.0000
1757.219	2.0600	0.0000
1758.349	2.0599	0.0000
1759.480	2.0599	0.0000
1760.610	2.0599	0.0000
1761.741	2.0599	0.0000
1762.871	2.0599	0.0000
1764.002	2.0599	0.0000
1765.133	2.0599	0.0000
1766.263	2.0599	0.0000
1767.394	2.0599	0.0000
1768.524	2.0599	0.0000
1769.655	2.0599	0.0000
1770.785	2.0599	0.0000
1771.916	2.0599	0.0000
1773.047	2.0599	0.0000
1774.177	2.0599	0.0000
1775.308	2.0599	0.0000
1776.438	2.0599	0.0000
1777.569	2.0599	0.0000
1778.699	2.0598	0.0000
1779.830	2.0598	0.0000
1780.960	2.0598	0.0000
1782.091	2.0598	0.0000
1783.222	2.0598	0.0000
1784.352	2.0598	0.0000
1785.483	2.0598	0.0000
1786.613	2.0598	0.0000
1787.744	2.0598	0.0000
1788.874	2.0598	0.0000
1790.005	2.0598	0.0000
1791.136	2.0598	0.0000
1792.266	2.0598	0.0000
1793.397	2.0598	0.0000
1794.527	2.0598	0.0000
1795.658	2.0598	0.0000
1796.788	2.0598	0.0000
1797.919	2.0598	0.0000
1799.050	2.0597	0.0000
1800.180	2.0597	0.0000
1801.311	2.0597	0.0000
1802.441	2.0597	0.0000
1803.572	2.0597	0.0000
1804.702	2.0597	0.0000
1805.833	2.0597	0.0000
1806.963	2.0597	0.0000
1808.094	2.0597	0.0000
1809.225	2.0597	0.0000
1810.355	2.0597	0.0000
1811.486	2.0597	0.0000
1812.616	2.0597	0.0000
1813.747	2.0597	0.0000
1814.877	2.0597	0.0000
1816.008	2.0597	0.0000
1817.139	2.0597	0.0000
1818.269	2.0597	0.0000
1819.400	2.0597	0.0000
1820.530	2.0596	0.0000
1821.661	2.0596	0.0000
1822.791	2.0596	0.0000
1823.922	2.0596	0.0000
1825.053	2.0596	0.0000
1826.183	2.0596	0.0000
1827.314	2.0596	0.0000
1828.444	2.0596	0.0000
1829.575	2.0596	0.0000
1830.705	2.0596	0.0000
1831.836	2.0596	0.0000
1832.966	2.0596	0.0000
1834.097	2.0596	0.0000
1835.228	2.0596	0.0000
1836.358	2.0596	0.0000
1837.489	2.0596	0.0000
1838.619	2.0596	0.0000
1839.750	2.0596	0.0000
1840.880	2.0596	0.0000
1842.011	2.0596	0.0000
1843.142	2.0595	0.0000
1844.272	2.0595	0.0000
1845.403	2.0595	0.0000
1846.533	2.0595	0.0000
1847.664	2.0595	0.0000
1848.794	2.0595	0.0000
1849.925	2.0595	0.0000
1851.056	2.0595	0.0000
1852.186	2.0595	0.0000
1853.317	2.0595	0.0000
1854.447	2.0595	0.0000
1855.578	2.0595	0.0000
1856.708	2.0595	0.0000
1857.839	2.0595	0.0000
1858.969	2.0595	0.0000
1860.100	2.0595	0.0000
1861.231	2.0595	0.0000
1862.361	2.0595	0.0000
1863.492	2.0595	0.0000
1864.622	2.0595	0.0000
1865.753	2.0594	0.0000
1866.883	2.0594	0.0000
1868.014	2.0594	0.0000
1869.145	2.0594	0.0000
1870.275	2.0594	0.0000
1871.406	2.0594	0.0000
1872.536	2.0594	0.0000
1873.667	2.0594	0.0000
1874.797	2.0594	0.0000
1875.928	2.0594	0.0000
1877.059	2.0594	0.0000
1878.189	2.0594	0.0000
1879.320	2.0594	0.0000
1880.450	2.0594	0.0000
1881.581	2.0594	0.0000
1882.711	2.0594	0.0000
1883.842	2.0594	0.0000
1884.972	2.0594	0.0000
1886.103	2.0594	0.0000
1887.234	2.0594	0.0000
1888.364	2.0594	0.0000
1889.495	2.0594	0.0000
1890.625	2.0593	0.0000
1891.756	2.0593	0.0000
1892.886	2.0593	0.0000
1894.017	2.0593	0.0000
1895.148	2.0593	0.0000
1896.278	2.0593	0.0000
1897.409	2.0593	0.0000
1898.539	2.0593	0.0000
1899.670	2.0593	0.0000
1900.800	2.0593	0.0000
1901.931	2.0593	0.0000
1903.062	2.0593	0.0000
1904.192	2.0593	0.0000
1905.323	2.0593	0.0000
1906.453	2.0593	0.0000
1907.584	2.0593	0.0000
1908.714	2.0593	0.0000
1909.845	2.0593	0.0000
1910.975	2.0593	0.0000
1912.106	2.0593	0.0000
1913.237	2.0593	0.0000
1914.367	2.0593	0.0000
1915.498	2.0592	0.0000
1916.628	2.0592	0.0000
1917.759	2.0592	0.0000
1918.889	2.0592	0.0000
1920.020	2.0592	0.0000
1921.151	2.0592	0.0000
1922.281	2.0592	0.0000
1923.412	2.0592	0.0000
1924.542	2.0592	0.0000
1925.673	2.0592	0.0000
1926.803	2.0592	0.0000
1927.934	2.0592	0.0000
1929.065	2.0592	0.0000
1930.195	2.0592	0.0000
1931.326	2.0592	0.0000
1932.456	2.0592	0.0000
1933.587	2.0592	0.0000
1934.717	2.0592	0.0000
1935.848	2.0592	0.0000
1936.978	2.0592	0.0000
1938.109	2.0592	0.0000
1939.240	2.0592	0.0000
1940.370	2.0592	0.0000
1941.501	2.0591	0.0000
1942.631	2.0591	0.0000
1943.762	2.0591	0.0000
1944.892	2.0591	0.0000
1946.023	2.0591	0.0000
1947.154	2.0591	0.0000
1948.284	2.0591	0.0000
1949.415	2.0591	0.0000
1950.545	2.0591	0.0000
1951.676	2.0591	0.0000
1952.806	2.0591	0.0000
1953.937	2.0591	0.0000
1955.068	2.0591	0.0000
1956.198	2.0591	0.0000
1957.329	2.0591	0.0000
1958.459	2.0591	0.0000
1959.590	2.0591	0.0000
1960.720	2.0591	0.0000
1961.851	2.0591	0.0000
1962.981	2.0591	0.0000
1964.112	2.0591	0.0000
1965.243	2.0591	0.0000
1966.373	2.0591	0.0000
1967.504	2.0591	0.0000
1968.634	2.0590	0.0000
1969.765	2.0590	0.0000
1970.895	2.0590	0.0000
1972.026	2.0590	0.0000
1973.157	2.0590	0.0000
1974.287	2.0590	0.0000
1975.418	2.0590	0.0000
1976.548	2.0590	0.0000
1977.679	2.0590	0.0000
1978.809	2.0590	0.0000
1979.940	2.0590	0.0000
1981.071	2.0590	0.0000
1982.201	2.0590	0.0000
1983.332	2.0590	0.0000
1984.462	2.0590	0.0000
1985.593	2.0590	0.0000
1986.723	2.0590	0.0000
1987.854	2.0590	0.0000
1988.984	2.0590	0.0000
1990.115	2.0590	0.0000
1991.246	2.0590	0.0000
1992.376	2.0590	0.0000
1993.507	2.0590	0.0000
1994.637	2.0590	0.0000
1995.768	2.0590	0.0000
1996.898	2.0589	0.0000
1998.029	2.0589	0.0000
1999.160	2.0589	0.0000
2000.290	2.0589	0.0000
2001.421	2.0589	0.0000
2002.551	2.0589	0.0000
2003.682	2.0589	0.0000
2004.812	2.0589	0.0000
2005.943	2.0589	0.0000
2007.074	2.0589	0.0000
2008.204	2.0589	0.0000
2009.335	2.0589	0.0000
2010.465	2.0589	0.0000
2011.596	2.0589	0.0000
2012.726	2.0589	0.0000
2013.857	2.0589	0.0000
2014.987	2.0589	0.0000
2016.118	2.0589	0.0000
2017.249	2.0589	0.0000
2018.379	2.0589	0.0000
2019.510	2.0589	0.0000
2020.640	2.0589	0.0000
2021.771	2.0589	0.0000
2022.901	2.0589	0.0000
2024.032	2.0589	0.0000
2025.163	2.0589	0.0000
2026.293	2.0588	0.0000
2027.424	2.0588	0.0000
2028.554	2.0588	0.0000
2029.685	2.0588	0.0000
2030.815	2.0588	0.0000
2031.946	2.0588	0.0000
2033.077	2.0588	0.0000
2034.207	2.0588	0.0000
2035.338	2.0588	0.0000
2036.468	2.0588	0.0000
2037.599	2.0588	0.0000
2038.729	2.0588	0.0000
2039.860	2.0588	0.0000
2040.990	2.0588	0.0000
2042.121	2.0588	0.0000
2043.252	2.0588	0.0000
2044.382	2.0588	0.0000
2045.513	2.0588	0.0000
2046.643	2.0588	0.0000
2047.774	2.0588	0.0000
2048.904	2.0588	0.0000
2050.035	2.0588	0.0000
2051.166	2.0588	0.0000
2052.296	2.0588	0.0000
2053.427	2.0588	0.0000
2054.557	2.0588	0.0000
2055.688	2.0588	0.0000
2056.818	2.0587	0.0000
2057.949	2.0587	0.0000
2059.080	2.0587	0.0000
2060.210	2.0587	0.0000
2061.341	2.0587	0.0000
2062.471	2.0587	0.0000
2063.602	2.0587	0.0000
2064.732	2.0587	0.0000
2065.863	2.0587	0.0000
2066.993	2.0587	0.0000
2068.124	2.0587	0.0000
2069.255	2.0587	0.0000
2070.385	2.0587	0.0000
2071.516	2.0587	0.0000
2072.646	2.0587	0.0000
2073.777	2.0587	0.0000
2074.907	2.0587	0.0000
2076.038	2.0587	0.0000
2077.169	2.0587	0.0000
2078.299	2.0587	0.0000
2079.430	2.0587	0.0000
2080.560	2.0587	0.0000
2081.691	2.0587	0.0000
2082.821	2.0587	0.0000
2083.952	2.0587	0.0000
2085.083	2.0587	0.0000
2086.213	2.0587	0.0000
2087.344	2.0587	0.0000
2088.474	2.0587	0.0000
2089.605	2.0586	0.0000
2090.735	2.0586	0.0000
2091.866	2.0586	0.0000
2092.996	2.0586	0.0000
2094.127	2.0586	0.0000
2095.258	2.0586	0.0000
2096.388	2.0586	0.0000
2097.519	2.0586	0.0000
2098.649	2.0586	0.0000
2099.780	2.0586	0.0000
2100.910	2.0586	0.0000
2102.041	2.0586	0.0000
2103.172	2.0586	0.0000
2104.302	2.0586	0.0000
2105.433	2.0586	0.0000
2106.563	2.0586	0.0000
2107.694	2.0586	0.0000
2108.824	2.0586	0.0000
2109.955	2.0586	0.0000
2111.086	2.0586	0.0000
2112.216	2.0586	0.0000
2113.347	2.0586	0.0000
2114.477	2.0586	0.0000
2115.608	2.0586	0.0000
2116.738	2.0586	0.0000
2117.869	2.0586	0.0000
2118.999	2.0586	0.0000
2120.130	2.0586	0.0000
2121.261	2.0586	0.0000
2122.391	2.0586	0.0000
2123.522	2.0585	0.0000
2124.652	2.0585	0.0000
2125.783	2.0585	0.0000
2126.913	2.0585	0.0000
2128.044	2.0585	0.0000
2129.175	2.0585	0.0000
2130.305	2.0585	0.0000
2131.436	2.0585	0.0000
2132.566	2.0585	0.0000
2133.697	2.0585	0.0000
2134.827	2.0585	0.0000
2135.958	2.0585	0.0000
2137.089	2.0585	0.0000
2138.219	2.0585	0.0000
2139.350	2.0585	0.0000
2140.480	2.0585	0.0000
2141.611	2.0585	0.0000
2142.741	2.0585	0.0000
2143.872	2.0585	0.0000
2145.003	2.0585	0.0000
2146.133	2.0585	0.0000
2147.264	2.0585	0.0000
2148.394	2.0585	0.0000
2149.525	2.0585	0.0000
2150.655	2.0585	0.0000
2151.786	2.0585	0.0000
2152.916	2.0585	0.0000
2154.047	2.0585	0.0000
2155.178	2.0585	0.0000
2156.308	2.0585	0.0000
2157.439	2.0585	0.0000
2158.569	2.0584	0.0000
2159.700	2.0584	0.0000
2160.830	2.0584	0.0000
2161.961	2.0584	0.0000
2163.092	2.0584	0.0000
2164.222	2.0584	0.0000
2165.353	2.0584	0.0000
2166.483	2.0584	0.0000
2167.614	2.0584	0.0000
2168.744	2.0584	0.0000
2169.875	2.0584	0.0000
2171.006	2.0584	0.0000
2172.136	2.0584	0.0000
2173.267	2.0584	0.0000
2174.397	2.0584	0.0000
2175.528	2.0584	0.0000
2176.658	2.0584	0.0000
2177.789	2.0584	0.0000
2178.919	2.0584	0.0000
2180.050	2.0584	0.0000
2181.181	2.0584	0.0000
2182.311	2.0584	0.0000
2183.442	2.0584	0.0000
2184.572	2.0584	0.0000
2185.703	2.0584	0.0000
2186.833	2.0584	0.0000
2187.964	2.0584	0.0000
2189.095	2.0584	0.0000
2190.225	2.0584	0.0000
2191.356	2.0584	0.0000
2192.486	2.0584	0.0000
2193.617	2.0584	0.0000
2194.747	2.0584	0.0000
2195.878	2.0584	0.0000
2197.009	2.0583	0.0000
2198.139	2.0583	0.0000
2199.270	2.0583	0.0000
2200.400	2.0583	0.0000
2201.531	2.0583	0.0000
2202.661	2.0583	0.0000
2203.792	2.0583	0.0000
2204.922	2.0583	0.0000
2206.053	2.0583	0.0000
2207.184	2.0583	0.0000
2208.314	2.0583	0.0000
2209.445	2.0583	0.0000
2210.575	2.0583	0.0000
2211.706	2.0583	0.0000
2212.836	2.0583	0.0000
2213.967	2.0583	0.0000
2215.098	2.0583	0.0000
2216.228	2.0583	0.0000
2217.359	2.0583	0.0000
2218.489	2.0583	0.0000
2219.620	2.0583	0.0000
2220.750	2.0583	0.0000
2221.881	2.0583	0.0000
2223.012	2.0583	0.0000
2224.142	2.0583	0.0000
2225.273	2.0583	0.0000
2226.403	2.0583	0.0000
2227.534	2.0583	0.0000
2228.664	2.0583	0.0000
2229.795	2.0583	0.0000
2230.925	2.0583	0.0000
2232.056	2.0583	0.0000
2233.187	2.0583	0.0000
2234.317	2.0583	0.0000
2235.448	2.0583	0.0000
2236.578	2.0582	0.0000
2237.709	2.0582	0.0000
2238.839	2.0582	0.0000
2239.970	2.0582	0.0000
2241.101	2.0582	0.0000
2242.231	2.0582	0.0000
2243.362	2.0582	0.0000
2244.492	2.0582	0.0000
2245.623	2.0582	0.0000
2246.753	2.0582	0.0000
2247.884	2.0582	0.0000
2249.015	2.0582	0.0000
2250.145	2.0582	0.0000
2251.276	2.0582	0.0000
2252.406	2.0582	0.0000
2253.537	2.0582	0.0000
2254.667	2.0582	0.0000
2255.798	2.0582	0.0000
2256.928	2.0582	0.0000
2258.059	2.0582	0.0000
2259.190	2.0582	0.0000
2260.320	2.0582	0.0000
2261.451	2.0582	0.0000
2262.581	2.0582	0.0000
2263.712	2.0582	0.0000
2264.842	2.0582	0.0000
2265.973	2.0582	0.0000
2267.104	2.0582	0.0000
2268.234	2.0582	0.0000
2269.365	2.0582	0.0000
2270.495	2.0582	0.0000
2271.626	2.0582	0.0000
2272.756	2.0582	0.0000
2273.887	2.0582	0.0000
2275.018	2.0582	0.0000
2276.148	2.0582	0.0000
2277.279	2.0582	0.0000
2278.409	2.0581	0.0000
2279.540	2.0581	0.0000
2280.670	2.0581	0.0000
2281.801	2.0581	0.0000
2282.931	2.0581	0.0000
2284.062	2.0581	0.0000
2285.193	2.0581	0.0000
2286.323	2.0581	0.0000
2287.454	2.0581	0.0000
2288.584	2.0581	0.0000
2289.715	2.0581	0.0000
2290.845	2.0581	0.0000
2291.976	2.0581	0.0000
2293.107	2.0581	0.0000
2294.237	2.0581	0.0000
2295.368	2.0581	0.0000
2296.498	2.0581	0.0000
2297.629	2.0581	0.0000
2298.759	2.0581	0.0000
2299.890	2.0581	0.0000
2301.021	2.0581	0.0000
2302.151	2.0581	0.0000
2303.282	2.0581	0.0000
2304.412	2.0581	0.0000
2305.543	2.0581	0.0000
2306.673	2.0581	0.0000
2307.804	2.0581	0.0000
2308.934	2.0581	0.0000
2310.065	2.0581	0.0000
2311.196	2.0581	0.0000
2312.326	2.0581	0.0000
2313.457	2.0581	0.0000
2314.587	2.0581	0.0000
2315.718	2.0581	0.0000
2316.848	2.0581	0.0000
2317.979	2.0581	0.0000
2319.110	2.0581	0.0000
2320.240	2.0581	0.0000
2321.371	2.0581	0.0000
2322.501	2.0580	0.0000
2323.632	2.0580	0.0000
2324.762	2.0580	0.0000
2325.893	2.0580	0.0000
2327.024	2.0580	0.0000
2328.154	2.0580	0.0000
2329.285	2.0580	0.0000
2330.415	2.0580	0.0000
2331.546	2.0580	0.0000
2332.676	2.0580	0.0000
2333.807	2.0580	0.0000
2334.937	2.0580	0.0000
2336.068	2.0580	0.0000
2337.199	2.0580	0.0000
2338.329	2.0580	0.0000
2339.460	2.0580	0.0000
2340.590	2.0580	0.0000
2341.721	2.0580	0.0000
2342.851	2.0580	0.0000
2343.982	2.0580	0.0000
2345.113	2.0580	0.0000
2346.243	2.0580	0.0000
2347.374	2.0580	0.0000
2348.504	2.0580	0.0000
2349.635	2.0580	0.0000
2350.765	2.0580	0.0000
2351.896	2.0580	0.0000
2353.027	2.0580	0.0000
2354.157	2.0580	0.0000
2355.288	2.0580	0.0000
2356.418	2.0580	0.0000
2357.549	2.0580	0.0000
2358.679	2.0580	0.0000
2359.810	2.0580	0.0000
2360.940	2.0580	0.0000
2362.071	2.0580	0.0000
2363.202	2.0580	0.0000
2364.332	2.0580	0.0000
2365.463	2.0580	0.0000
2366.593	2.0580	0.0000
2367.724	2.0580	0.0000
2368.854	2.0579	0.0000
2369.985	2.0579	0.0000
2371.116	2.0579	0.0000
2372.246	2.0579	0.0000
2373.377	2.0579	0.0000
2374.507	2.0579	0.0000
2375.638	2.0579	0.0000
2376.768	2.0579	0.0000
2377.899	2.0579	0.0000
2379.030	2.0579	0.0000
