source,design_id,family,lambda980_nm,q980,lambda451_nm,q451,min_feature_nm,min_gap_nm,dual_score
wide_shallow_groove_scan_2d.csv,groove_P562_f0p72_gw100_gd100,wide_shallow_groove_1d,976.6119488822194,2845807379.732828,451.07562701288003,24.609128950090405,100.0,157.36,21.287344280645723
fine_scan_2d.csv,fine_primitive_P546_f0p78,primitive_1d_grating_fine,974.1129812823522,15568638781.565825,453.19105532711234,1400.6147736229716,120.12,120.12,21.379817950587174
wide_shallow_groove_scan_2d.csv,groove_P558_f0p74_gw100_gd120,wide_shallow_groove_1d,976.444156780321,4261024682.7647142,451.70456532748557,26.500118628529506,100.0,145.07999999999998,22.123260494552856
wide_shallow_groove_scan_2d.csv,groove_P556_f0p75_gw100_gd120,wide_shallow_groove_1d,976.5860014024349,5529449392.50357,452.2374040130833,26.976326020846702,100.0,139.0,22.341470001743374
wide_shallow_groove_scan_2d.csv,groove_P554_f0p76_gw100_gd120,wide_shallow_groove_1d,976.516006218426,6066881707.90446,452.7775481164025,27.75007109489968,100.0,132.95999999999998,22.972479279109123
wide_shallow_groove_scan_2d.csv,groove_P562_f0p72_gw100_gd120,wide_shallow_groove_1d,975.555111135004,2666747809.5143895,450.69941270424937,26.271965419175107,100.0,157.36,23.512394770567276
fine_scan_2d.csv,fine_primitive_P562_f0p74,primitive_1d_grating_fine,987.0556544501067,4474599098.948973,452.3094882853788,597.6415717148965,146.12,146.12,24.315033988739977
wide_shallow_groove_scan_2d.csv,groove_P550_f0p78_gw100_gd150,wide_shallow_groove_1d,974.1151882529481,8729280670.38635,444.19560160868554,2804.3832947054566,100.0,121.0,24.782672399738825
fine_scan_2d.csv,fine_primitive_P550_f0p80,primitive_1d_grating_fine,984.9810048241748,15099695024.1257,450.4310608136687,55.36365720966802,110.0,110.0,25.05804975068395
wide_shallow_groove_scan_2d.csv,groove_P558_f0p74_gw120_gd100,wide_shallow_groove_1d,975.2681551979938,4247902280.7690396,452.32190912987494,24.73234125104696,100.0,145.07999999999998,25.212537813240814
wide_shallow_groove_scan_2d.csv,groove_P556_f0p75_gw100_gd150,wide_shallow_groove_1d,974.8910307672758,5081779324.413809,449.358356950412,41.01705634193471,100.0,139.0,25.40772355793071
wide_shallow_groove_scan_2d.csv,groove_P554_f0p76_gw100_gd150,wide_shallow_groove_1d,974.8262785686259,5621341290.871299,449.3525185990829,43.60104253710588,100.0,132.95999999999998,25.436936768728728
wide_shallow_groove_scan_2d.csv,groove_P556_f0p75_gw120_gd100,wide_shallow_groove_1d,975.4081008330878,5355045736.4699335,452.93835836540615,25.11821735330552,100.0,139.0,25.522201442583626
fine_scan_2d.csv,fine_primitive_P560_f0p75,primitive_1d_grating_fine,987.2044202204338,5546808658.776342,453.87198041913723,770.8604191294213,140.0,140.0,25.732917872780234
