x_nm,y_nm,abs_ez_squared,in_rare_earth_mask
264.1404255319149,439.9999999999999,5.775176726056865e-16,False
270.1436170212766,320.00000000000006,2.558229788729668e-15,False
276.14680851063827,320.0,3.506233283420206e-15,False
282.1499999999999,319.99999999999994,2.4022490134571643e-16,False
270.1436170212766,360.0,8.713487808046451e-16,False
276.14680851063827,360.0,3.660556653145397e-15,False
282.1499999999999,360.0,5.4776817342392525e-15,False
198.1053191489363,719.9999999999998,1.8658311535776955e-16,False
204.108510638298,719.9999999999998,2.01255754145034e-15,False
198.1053191489363,759.9999999999999,1.921473102745633e-14,False
204.108510638298,759.9999999999999,2.7686476150342973e-14,False
198.1053191489363,800.0,1.4352649913219847e-13,False
204.108510638298,800.0,1.772420392470535e-13,False
210.11170212765973,640.0000000000001,1.3354238217617254e-15,False
216.11489361702135,640.0000000000001,3.4366857226289017e-15,False
210.11170212765973,680.0,8.949278498589364e-16,False
216.11489361702135,680.0,2.3184033989391092e-15,False
222.11808510638306,560.0,4.6845346387231645e-16,False
228.12127659574472,559.9999999999999,3.1795219983598155e-15,False
222.118085106383,600.0,2.1030024575163207e-15,False
228.1212765957447,599.9999999999999,4.24987721114288e-15,False
234.12446808510646,480.0,4.005243370738395e-15,False
240.12765957446808,480.0,8.365464792129659e-15,False
234.1244680851064,519.9999999999999,2.5190582548567333e-15,False
240.12765957446808,520.0,1.7361219581008595e-15,False
246.13085106382974,400.0,4.459392133045573e-15,False
252.13404255319148,399.99999999999994,4.7437791348971405e-15,False
246.1308510638298,439.99999999999994,2.492631608190347e-16,False
252.13404255319148,439.99999999999994,1.6580594714992667e-16,False
258.13723404255325,319.99999999999994,2.115791513236941e-15,False
264.1404255319149,319.99999999999994,1.3562099536603884e-15,False
258.1372340425532,359.9999999999999,2.577970553777444e-16,False
264.1404255319149,359.99999999999994,1.063633853373447e-15,False
270.1436170212766,240.00000000000006,1.0163771055690567e-15,False
276.14680851063827,240.0,1.9392119650216044e-15,False
282.1499999999999,240.0,8.86227471310881e-15,False
270.1436170212766,280.00000000000006,7.514119095165852e-15,False
276.14680851063827,280.00000000000006,3.4684223736031056e-15,False
282.1499999999999,280.0,7.120463199589028e-15,False
186.09893617021288,719.9999999999998,2.094577857852151e-14,False
192.1021276595746,719.9999999999998,5.509771489447004e-15,False
186.09893617021285,759.9999999999999,1.2247520541220972e-14,False
192.10212765957456,759.9999999999999,1.486904801577612e-14,False
186.09893617021282,800.0,3.063373960846448e-13,False
192.10212765957453,800.0,1.9148236142060496e-13,False
198.10531914893636,640.0000000000001,7.441532139091754e-17,False
204.10851063829804,640.0000000000001,1.6593173728808396e-16,False
198.10531914893633,680.0,5.404734637193318e-16,False
204.10851063829801,680.0,2.4502381229565307e-16,False
210.11170212765978,559.9999999999999,3.5734171876811214e-16,False
216.11489361702144,559.9999999999999,1.4163506890410598e-15,False
210.11170212765975,600.0,1.0299707814835706e-15,False
216.1148936170214,600.0,1.7828630116809843e-15,False
222.11808510638298,479.9999999999997,3.2558737926043985e-16,False
228.1212765957447,479.9999999999998,8.434958557208967e-16,False
222.118085106383,519.9999999999999,1.52325046970102e-15,False
228.12127659574472,519.9999999999999,1.9107544435613162e-15,False
234.12446808510634,400.0,8.501268441063795e-16,False
240.12765957446803,400.0,2.0552993419672e-15,False
234.1244680851064,439.99999999999994,6.265919110057992e-16,False
240.12765957446808,439.99999999999994,3.9642848593838636e-17,False
246.1308510638298,320.00000000000006,7.54060626209335e-16,False
252.13404255319148,319.99999999999994,1.0810818336233074e-15,False
246.1308510638298,360.0,4.188622784538786e-15,False
252.13404255319148,359.99999999999994,2.3331433498487533e-15,False
258.1372340425532,239.99999999999994,2.9768068920571683e-15,False
264.1404255319149,240.0,7.560359907534214e-16,False
258.1372340425532,279.99999999999994,4.2680663937284255e-15,False
264.1404255319149,280.0,4.902932467922627e-15,False
270.14361702127667,159.99999999999997,1.041965012359972e-15,False
276.14680851063827,159.99999999999997,1.8639230777559735e-15,False
282.1499999999999,159.99999999999997,2.206209279904105e-15,False
270.1436170212766,200.00000000000003,5.585636776309836e-17,False
276.14680851063827,200.00000000000003,6.161339640430721e-15,False
282.1499999999999,199.99999999999997,1.2922047244013662e-14,False
174.09255319148943,720.0,5.493659621246213e-14,False
180.09574468085114,719.9999999999999,4.1841645729649594e-14,False
174.0925531914894,760.0,2.3018874336999274e-14,False
180.0957446808511,759.9999999999999,1.5691597290714375e-14,False
174.0925531914894,800.0,5.706793567768822e-13,False
180.09574468085108,800.0,4.596643911311894e-13,False
186.09893617021288,639.9999999999999,4.535700320713749e-14,False
192.1021276595746,639.9999999999999,1.5127378939106305e-14,False
186.09893617021288,679.9999999999998,3.989467320017542e-14,False
192.1021276595746,679.9999999999999,1.3307940788601787e-14,False
198.10531914893636,560.0000000000001,7.513288115472962e-16,False
204.10851063829804,560.0,1.1991670740790782e-16,False
198.10531914893636,600.0000000000001,2.7947651548977804e-16,False
204.10851063829804,600.0000000000001,4.443663884518231e-16,False
210.11170212765978,480.0000000000002,1.936508004652891e-16,False
216.11489361702138,480.0,2.400351402355538e-16,False
210.11170212765978,520.0,2.402614199139144e-15,False
216.1148936170214,519.9999999999999,2.3654826360722314e-15,False
222.11808510638306,400.0,1.1732470700740537e-15,False
228.1212765957447,400.0,4.985038993397319e-16,False
222.118085106383,439.9999999999999,7.077563560748192e-16,False
228.1212765957447,439.99999999999994,7.317290411903516e-16,False
