design_id,family,n_periods,pitches_nm,widths_nm,groove_w_nm,groove_d_nm,min_feature_nm,min_gap_nm,min_remaining_gap_nm,lambda980_nm,q980,mode980,lambda451_nm,q451,mode451,re_overlap451,folded_only,dual_score,passes_dual_targets
periodic_N2_dP0_dW0,periodic_supercell,2,564.3;564.3,383.724;383.724,0.0,0.0,180.57599999999996,180.57599999999996,148.57599999999996,980.009887251783,16364770423.217016,1,450.6175098299851,153.33015079510452,2,nan,True,0.42203917714675754,False
periodic_N3_dP0_dW0,periodic_supercell,3,564.3;564.3;564.3,383.724;383.724;383.724,0.0,0.0,180.576,180.576,148.576,980.0111543592034,133995013933.3659,1,451.5092730518754,220.53512581480265,1,nan,True,0.5538904886889213,False
periodic_N2_dP0_dW40,periodic_supercell,2,564.3;564.3,363.724;403.724,0.0,0.0,180.57599999999996,180.57599999999996,148.57599999999996,977.5398004821793,995.2782450126484,1,450.59597491120775,153.4939029297622,2,nan,False,110.2859329344936,False
periodic_N3_dP0_dW40,periodic_supercell,3,564.3;564.3;564.3,363.724;423.724;363.724,0.0,0.0,170.576,170.576,138.576,975.1272117596769,759.3902413664127,2,451.58959191908735,135.6997120678181,2,nan,False,122.471444642633,False
periodic_N2_dP0_dW60,periodic_supercell,2,564.3;564.3,353.724;413.724,0.0,0.0,180.57599999999996,180.57599999999996,148.57599999999996,974.4534915892316,461.71002516522856,1,450.8755292042222,97.76146755824121,1,nan,False,129.07227978595512,False
periodic_N3_dP0_dW60,periodic_supercell,3,564.3;564.3;564.3,353.724;443.724;353.724,0.0,0.0,165.576,165.576,133.576,976.2893590303246,29.018093024894377,1,452.16582042478296,138.0298657916248,2,nan,False,146.75500693123513,False
periodic_N2_dP40_dW0,periodic_supercell,2,544.3;584.3,383.724;383.724,0.0,0.0,180.57599999999996,180.57599999999996,148.57599999999996,980.0095179240965,19014829639.160835,1,450.61754157416686,153.3264586231781,2,nan,True,0.42053012221907693,False
periodic_N3_dP40_dW0,periodic_supercell,3,544.3;604.3;544.3,383.724;383.724;383.724,0.0,0.0,160.57600000000002,160.57600000000002,128.57600000000002,979.412322816686,8216.499097402906,1,451.3582019720235,93.6198041062812,1,nan,False,84.55833582744047,False
periodic_N2_dP40_dW40,periodic_supercell,2,544.3;584.3,363.724;403.724,0.0,0.0,180.57599999999996,180.57599999999996,148.57599999999996,977.5393334883529,995.3825473584516,1,450.59592499484336,153.49499213854213,2,nan,False,110.28694061718286,False
periodic_N3_dP40_dW40,periodic_supercell,3,544.3;604.3;544.3,363.724;423.724;363.724,0.0,0.0,180.576,180.576,148.576,973.7587011223293,451.9979009813118,3,451.47576112913066,145.39635879455372,1,nan,False,132.3382282796191,False
periodic_N2_dP40_dW60,periodic_supercell,2,544.3;584.3,353.724;413.724,0.0,0.0,180.57599999999996,180.57599999999996,148.57599999999996,974.4539699216033,461.7360044394495,1,450.87547192326434,97.76029409623261,1,nan,False,129.06996108281,False
periodic_N3_dP40_dW60,periodic_supercell,3,544.3;604.3;544.3,353.724;443.724;353.724,0.0,0.0,175.576,175.576,143.576,975.8395895750491,29.335682460325952,1,452.0999592271808,150.10913167161996,2,nan,False,148.3936770065281,False
periodic_N2_dP80_dW0,periodic_supercell,2,524.3;604.3,383.724;383.724,0.0,0.0,180.57599999999996,180.57599999999996,148.57599999999996,980.0108946790099,27044023662.045162,1,450.6175314107715,153.32682743713423,2,nan,True,0.42604730526801404,False
periodic_N3_dP80_dW0,periodic_supercell,3,524.3;644.3;524.3,383.724;383.724;383.724,0.0,0.0,140.57600000000002,140.57600000000002,108.57600000000002,977.5420496221793,1891.5245616781624,1,451.28648353747633,108.33928008175407,1,nan,False,104.58204534811046,False
periodic_N2_dP80_dW40,periodic_supercell,2,524.3;604.3,363.724;403.724,0.0,0.0,180.57599999999996,180.57599999999996,148.57599999999996,977.538300522735,995.5511622708947,1,450.59588100895365,153.49309590601817,2,nan,False,110.28964522567604,False
periodic_N3_dP80_dW40,periodic_supercell,3,524.3;644.3;524.3,363.724;423.724;363.724,0.0,0.0,160.57600000000002,160.57600000000002,128.57600000000002,971.0687305992245,294.010344150841,3,451.4462269457543,157.1578913524404,1,nan,False,146.80405234002794,False
periodic_N2_dP80_dW60,periodic_supercell,2,524.3;604.3,353.724;413.724,0.0,0.0,180.57599999999996,180.57599999999996,148.57599999999996,974.4551300801018,461.75955602581394,1,450.875658441305,97.75584682509675,1,nan,False,129.06478969030292,False
periodic_N3_dP80_dW60,periodic_supercell,3,524.3;644.3;524.3,353.724;443.724;353.724,0.0,0.0,170.57600000000002,170.57600000000002,138.57600000000002,975.3027574662253,33.127329204311145,2,452.0481957329185,166.86850026003097,2,nan,False,149.43343739703417,False
periodic_N5_dP20_dW20,periodic_supercell,5,544.3;564.3;604.3;564.3;544.3,363.724;383.724;423.724;383.724;363.724,0.0,0.0,180.5759999999999,180.5759999999999,148.5759999999999,974.2544805826814,933.2411366084258,1,451.18738174990204,144.82646224406287,1,nan,False,123.76958194043944,False
periodic_N5_dP20_dW40,periodic_supercell,5,544.3;564.3;604.3;564.3;544.3,343.724;383.724;463.724;383.724;343.724,0.0,0.0,160.576,160.576,128.576,969.4763211333022,416.0402729272838,3,451.2911653211633,138.04529033706896,1,nan,False,150.0031733358269,False
periodic_N5_dP20_dW60,periodic_supercell,5,544.3;564.3;604.3;564.3;544.3,323.724;383.724;503.724;383.724;323.724,0.0,0.0,140.576,140.576,108.576,973.2046419149924,40.01271799710453,1,450.4194718146325,160.46218443990782,1,nan,False,155.71799945980155,False
periodic_N5_dP40_dW20,periodic_supercell,5,524.3;564.3;644.3;564.3;524.3,363.724;383.724;423.724;383.724;363.724,0.0,0.0,160.57600000000002,160.57600000000002,128.57600000000002,969.5096637506747,467.6689497540273,3,451.10347751456413,164.94123054271978,1,nan,False,148.66605178242034,False
periodic_N5_dP40_dW40,periodic_supercell,5,524.3;564.3;644.3;564.3;524.3,343.724;383.724;463.724;383.724;343.724,0.0,0.0,180.5759999999999,180.5759999999999,148.5759999999999,973.638938714302,39.23087285492382,1,451.24538848828195,163.327969789473,1,nan,False,153.81707421237337,False
periodic_N5_dP40_dW60,periodic_supercell,5,524.3;564.3;644.3;564.3;524.3,323.724;383.724;503.724;383.724;323.724,0.0,0.0,160.576,160.576,128.576,973.7318946963542,39.972604556140794,1,451.420903656347,133.8160738261084,1,nan,False,153.45807592749097,False
periodic_N5_dP60_dW20,periodic_supercell,5,504.3;564.3;684.3;564.3;504.3,363.724;383.724;423.724;383.724;363.724,0.0,0.0,140.57600000000002,140.57600000000002,108.57600000000002,974.3290064221302,38.64894397158418,1,451.11555766834306,160.6777045908548,1,nan,False,151.05677934129653,False
periodic_N5_dP60_dW40,periodic_supercell,5,504.3;564.3;684.3;564.3;504.3,343.724;383.724;463.724;383.724;343.724,0.0,0.0,160.57600000000002,160.57600000000002,128.57600000000002,974.2096651281176,39.32943035811762,1,450.8693102946348,91.0989319927266,1,nan,False,151.60010964143603,False
periodic_N5_dP60_dW60,periodic_supercell,5,504.3;564.3;684.3;564.3;504.3,323.724;383.724;503.724;383.724;323.724,0.0,0.0,180.5759999999999,180.5759999999999,148.5759999999999,974.2236602061797,40.01435354342806,1,451.1625510873047,158.6974172998342,1,nan,False,151.2235941627594,False
