design_id,period_nm,radius_nm,axis_gap_nm,kx_norm,ky_norm,mode_index,freq_thz_real,freq_thz_imag,wavelength_nm,q_value,particle_count,top_count,sio2_count,side_count,score
gap80fine_P592_G80,592.0,256.0,80.0,0.0,0.0,1,306.92661677120293,0.007268639865934314,976.7561417570994,21113.070838030195,0,0,0,0,17.94565262354608
gap80fine_P592_G80,592.0,256.0,80.0,0.0,0.0,2,319.59607773863263,0.768838742510335,938.0354731548736,207.84337473364027,0,0,0,0,64.69358210358439
gap80fine_P592_G80,592.0,256.0,80.0,0.0,0.0,3,319.5975143649234,0.7688389850098619,938.0312565813338,207.84424346069284,0,0,0,0,64.69779141622251
gap80fine_P592_G80,592.0,256.0,80.0,0.0,0.0,4,319.6008751510225,0.7686105768578327,938.021392645867,207.90819484789498,0,0,0,0,64.70712092336646
gap80fine_P592_G80,592.0,256.0,80.0,0.0,0.0,5,319.60313744132856,0.768665853934291,938.0147529216126,207.89471511287508,0,0,0,0,64.7138732812633
gap80fine_P592_G80,592.0,256.0,80.0,0.0,0.0,6,319.6076319115239,0.7685777234584044,938.0015621247452,207.92147765704868,0,0,0,0,64.72684046345725
gap80fine_P592_G80,592.0,256.0,80.0,0.0,0.0,7,319.6094285922907,0.7684767660012022,937.9962891596348,207.94996201081682,0,0,0,0,64.73187545891642
gap80fine_P592_G80,592.0,256.0,80.0,0.0,0.0,8,319.6143370404655,0.76838464178823,937.9818839667511,207.97808783413487,0,0,0,0,64.74604570943664
gap80fine_P592_G80,592.0,256.0,80.0,0.0,0.0,9,319.6253264722983,0.7680511072775638,937.9496340568707,208.07555867293988,0,0,0,0,64.77748166566336
gap80fine_P592_G80,592.0,256.0,80.0,0.0,0.0,10,320.42134047930875,2.8342417195488285,935.6195113332633,56.52681954916593,0,0,0,0,69.37147046352027
gap80fine_P592_G80,592.0,256.0,80.0,0.0,0.0,11,320.42537819560266,2.833392676947777,935.6077214863818,56.5444706627772,0,0,0,0,69.38271794239382
gap80fine_P592_G80,592.0,256.0,80.0,0.0,0.0,12,320.42750443609003,2.8320201406995285,935.6015131335089,56.57225028719998,0,0,0,0,69.38807305003564
gap80fine_P592_G82,592.0,255.0,82.0,0.0,0.0,1,307.2904229745864,0.007427154616682714,975.599744040163,20686.954751443933,0,0,0,0,19.13746970176209
gap80fine_P592_G82,592.0,255.0,82.0,0.0,0.0,2,319.5960768894844,0.7688441612309895,938.0354756471794,207.84190932645046,0,0,0,0,64.6935918593572
gap80fine_P592_G82,592.0,255.0,82.0,0.0,0.0,3,319.5975146424322,0.7688386589665192,938.0312557668346,207.84433178219632,0,0,0,0,64.69779149252398
gap80fine_P592_G82,592.0,255.0,82.0,0.0,0.0,4,319.6008720884134,0.7686284463439519,938.0214016345561,207.90335929448275,0,0,0,0,64.70715233863709
gap80fine_P592_G82,592.0,255.0,82.0,0.0,0.0,5,319.6031381407665,0.7686598711579188,938.014750868807,207.89633369263333,0,0,0,0,64.71386180919366
gap80fine_P592_G82,592.0,255.0,82.0,0.0,0.0,6,319.60763130476823,0.7685824001008,938.0015639054842,207.9202121092361,0,0,0,0,64.72684925636575
gap80fine_P592_G82,592.0,255.0,82.0,0.0,0.0,7,319.6094253411644,0.7684959812875845,937.996298701107,207.94476036535124,0,0,0,0,64.73190937163206
gap80fine_P592_G82,592.0,255.0,82.0,0.0,0.0,8,319.61433422047764,0.768399096766983,937.9818922426551,207.97417355463176,0,0,0,0,64.74607012863048
gap80fine_P592_G82,592.0,255.0,82.0,0.0,0.0,9,319.62532519391925,0.7680607640865931,937.9496378083104,208.07294171186427,0,0,0,0,64.77749976280417
gap80fine_P592_G82,592.0,255.0,82.0,0.0,0.0,10,320.42135002821834,2.833980360178465,935.61948345077,56.53203433068963,0,0,0,0,69.37133809313545
gap80fine_P592_G82,592.0,255.0,82.0,0.0,0.0,11,320.42537056273994,2.8332951070408066,935.6077437735225,56.546416532198705,0,0,0,0,69.38263587463783
gap80fine_P592_G82,592.0,255.0,82.0,0.0,0.0,12,320.4275333435617,2.8319892022410915,935.6014287279213,56.572873422326566,0,0,0,0,69.38813832096585
gap80fine_P592_G85,592.0,253.5,85.0,0.0,0.0,1,307.8508477407211,0.007664855802983378,973.8237208055114,20081.972554584583,0,0,0,0,20.965053717669086
gap80fine_P592_G85,592.0,253.5,85.0,0.0,0.0,2,319.5960775727788,0.7688398576372569,938.0354736416654,207.84307316931927,0,0,0,0,64.6935841373024
gap80fine_P592_G85,592.0,253.5,85.0,0.0,0.0,3,319.59751768464827,0.768820641227103,938.0312468378112,207.84920470822914,0,0,0,0,64.69775969375735
gap80fine_P592_G85,592.0,253.5,85.0,0.0,0.0,4,319.6008740810793,0.7686175099329017,938.0213957861263,207.90631878070255,0,0,0,0,64.70713345866638
gap80fine_P592_G85,592.0,253.5,85.0,0.0,0.0,5,319.60313810135085,0.768659998283564,938.0147509844893,207.89629928383957,0,0,0,0,64.71386198103066
gap80fine_P592_G85,592.0,253.5,85.0,0.0,0.0,6,319.6076341060289,0.7685655915771253,938.0015556841946,207.92476114509765,0,0,0,0,64.72681947077682
gap80fine_P592_G85,592.0,253.5,85.0,0.0,0.0,7,319.6094274083,0.7684824188580928,937.996292634435,207.94843158755384,0,0,0,0,64.73188476905383
gap80fine_P592_G85,592.0,253.5,85.0,0.0,0.0,8,319.6143366406663,0.7683850271119603,937.9818851400539,207.97798327875,0,0,0,0,64.74604540945344
gap80fine_P592_G85,592.0,253.5,85.0,0.0,0.0,9,319.62532539298326,0.7680594086840626,937.9496372241514,208.07330902996563,0,0,0,0,64.77749728026777
gap80fine_P592_G85,592.0,253.5,85.0,0.0,0.0,10,320.42132607979516,2.8342728783290365,935.6195533793592,56.5261955773118,0,0,0,0,69.37144759338584
gap80fine_P592_G85,592.0,253.5,85.0,0.0,0.0,11,320.4253564584084,2.8334910109168083,935.607784956661,56.54250449778753,0,0,0,0,69.3827148783359
gap80fine_P592_G85,592.0,253.5,85.0,0.0,0.0,12,320.427522255624,2.8321274462195727,935.6014611030753,56.57010998628299,0,0,0,0,69.38819080445631
gap80fine_P592_G90,592.0,251.0,90.0,0.0,0.0,1,308.81669548591884,0.00810578241101794,970.7780129188958,19049.160206061897,0,0,0,0,24.102483743926427
gap80fine_P592_G90,592.0,251.0,90.0,0.0,0.0,2,319.5960762942826,0.7688516783930514,938.0354773941357,207.83987684221398,0,0,0,0,64.69360710033193
gap80fine_P592_G90,592.0,251.0,90.0,0.0,0.0,3,319.5975128310457,0.7688449780276742,938.031261083325,207.84262235211088,0,0,0,0,64.69780046363239
gap80fine_P592_G90,592.0,251.0,90.0,0.0,0.0,4,319.60087259665335,0.7686252133480066,938.0214001428831,207.90423410944578,0,0,0,0,64.70714652063486
gap80fine_P592_G90,592.0,251.0,90.0,0.0,0.0,5,319.60313565099426,0.7686754570564652,938.0147581761292,207.89211670349775,0,0,0,0,64.71388973931221
gap80fine_P592_G90,592.0,251.0,90.0,0.0,0.0,6,319.60763204887877,0.768579272946567,938.0015617216288,207.92105856795493,0,0,0,0,64.72684436805437
gap80fine_P592_G90,592.0,251.0,90.0,0.0,0.0,7,319.60942445118826,0.7685008505550684,937.9963013130273,207.94344223584307,0,0,0,0,64.73191777144746
gap80fine_P592_G90,592.0,251.0,90.0,0.0,0.0,8,319.6143333949188,0.768404536693278,937.9818946654476,207.97270066255373,0,0,0,0,64.7460800087342
gap80fine_P592_G90,592.0,251.0,90.0,0.0,0.0,9,319.6253215529889,0.7680825423782678,937.9496484927245,208.0670396200587,0,0,0,0,64.77753835499928
gap80fine_P592_G90,592.0,251.0,90.0,0.0,0.0,10,320.42133445745935,2.8339713344511157,935.6195289168606,56.532211628654075,0,0,0,0,69.37128717884835
gap80fine_P592_G90,592.0,251.0,90.0,0.0,0.0,11,320.4253813180415,2.833300284632982,935.6077123691956,56.54631509690977,0,0,0,0,69.38267039518881
