design_id,period_nm,radius_nm,axis_gap_nm,kx_norm,ky_norm,mode_index,freq_thz_real,freq_thz_imag,wavelength_nm,q_value,particle_count,top_count,bottom_count,side_count,score
fine_P250_G150,250.0,50.0,150.0,0,0,1,666.6749539370222,4.772754219823244e-05,449.68309703190084,6984174.37009476,11,5,4,2,5.940442673588241
fine_P250_G150,250.0,50.0,150.0,0.02,0,1,666.9744195103686,0.00011829304355597038,449.4811933268447,2819161.632250968,11,5,4,2,7.7183267684168895
fine_P250_G150,250.0,50.0,150.0,0.05,0,1,668.5254793875155,0.0005236451845335567,448.4383426562313,638338.2289507852,11,5,4,2,11.341453926411575
fine_P250_G150,250.0,50.0,150.0,0.1,0,3,673.7740086441386,0.00256251125344545,444.9451212926481,131467.5218963837,11,5,4,2,17.579604800332206
fine_P250_G150,250.0,50.0,150.0,0.2,0,1,670.9131263309714,0.09665114088852765,446.8424394071371,3470.797758635707,11,5,4,2,21.9958433595745
fine_P250_G150,250.0,50.0,150.0,0.5,0,1,662.3175167682242,0.2630678123250997,452.64159622840134,1258.8341973774636,11,5,4,2,21.24172209877504
fine_P250_G150,250.0,50.0,150.0,0,0.5,1,662.174948450337,0.25834477380755394,452.7390513663994,1281.5721771550216,11,5,4,2,21.308079085044263
fine_P250_G150,250.0,50.0,150.0,0.5,0.5,1,667.9509042269314,0.6252287951563773,448.82409186491304,534.1651803320005,11,5,4,2,23.265205834958255
