design_id,period_nm,radius_nm,axis_gap_nm,kx_norm,ky_norm,mode_index,freq_thz_real,freq_thz_imag,wavelength_nm,q_value,particle_count,top_count,bottom_count,side_count,score
bicref_P320_rho0p24,320.0,76.8,166.4,0.0,0.0,3,669.1383038709769,2.396192991524307,448.0276443086509,139.62529442282386,13,6,5,2,26.39249928372611
bicref_P320_rho0p24,320.0,76.8,166.4,0.0,0.0,4,669.1536722924992,2.4035018225251106,448.01735447841236,139.20390365868096,13,6,5,2,26.408039864579894
bicref_P340_rho0p20,340.0,68.0,204.0,0.0,0.0,1,671.1009608621815,1.8481996174449402,446.7173726213244,181.55532403744107,12,6,4,2,27.246591422883395
bicref_P340_rho0p20,340.0,68.0,204.0,0.0,0.0,2,674.9309053491057,1.8592871667653184,444.18244241598825,181.50259879524472,12,6,4,2,29.782026193038835
bicref_P340_rho0p20,340.0,68.0,204.0,0.0,0.0,3,677.2362016037541,0.5712563647942918,442.6704557288365,592.760311605128,12,6,4,2,29.238027800508593
bicref_P340_rho0p20,340.0,68.0,204.0,0.0,0.0,4,652.3571406603875,0.1492351422563213,459.55265806781415,2185.6686394278386,12,6,4,2,27.194320784067784
bicref_P340_rho0p22,340.0,74.8,190.4,0.0,0.0,1,666.2601641024003,0.15938044934619353,449.96305370273296,2090.156499230351,12,6,4,2,19.756231077784324
bicref_P340_rho0p22,340.0,74.8,190.4,0.0,0.0,2,673.9452586884455,1.8636279552783843,444.8320603715226,180.8153974025822,12,6,4,2,29.138997987587047
bicref_P340_rho0p22,340.0,74.8,190.4,0.0,0.0,3,655.1089956750812,0.6193937370518093,457.6222582489007,528.830819950868,12,6,4,2,27.72899121832659
bicref_P340_rho0p22,340.0,74.8,190.4,0.0,0.0,4,654.858333030519,0.6318237625572787,457.79742408199377,518.2286357670444,12,6,4,2,27.939338453477074
bicref_P340_rho0p24,340.0,81.6,176.8,0.0,0.0,1,665.3875541679897,1.2724895415641173,450.5531492467797,261.4510895508459,13,6,5,2,22.777288929162935
bicref_P340_rho0p24,340.0,81.6,176.8,0.0,0.0,2,665.421987631001,1.2901333881496264,450.5298345600282,257.8888329467166,13,6,5,2,22.824435292740286
bicref_P340_rho0p24,340.0,81.6,176.8,0.0,0.0,3,655.9143114981664,0.10367451281093058,457.06040064173544,3163.3344286572437,13,6,5,2,24.059820209396324
bicref_P340_rho0p24,340.0,81.6,176.8,0.0,0.0,4,677.2361951347439,0.5713080414134353,442.6704599572574,592.7066888987233,13,6,5,2,29.23818072902587
bicref_P356_rho0p20,356.0,71.2,213.6,0.0,0.0,1,656.4045356632871,2.1604456758251884,456.7190531324774,151.91414970722917,12,6,4,2,28.992660223897285
bicref_P356_rho0p20,356.0,71.2,213.6,0.0,0.0,2,673.3589638291115,4.125130423152597,445.21937644552224,81.61668780820055,12,6,4,2,30.13350768995047
bicref_P356_rho0p20,356.0,71.2,213.6,0.0,0.0,3,673.3999555833573,4.114830925306427,445.1922746865848,81.825956862761,12,6,4,2,30.15616094302939
bicref_P356_rho0p20,356.0,71.2,213.6,0.0,0.0,4,652.9212543799675,2.1244086837175664,459.15561178153314,153.6712920127499,12,6,4,2,31.409240810817195
bicref_P356_rho0p22,356.0,78.32000000000001,199.35999999999999,0.0,0.0,1,661.2014501611787,4.211308604053494,453.40562687350524,78.50308684630178,13,6,5,2,26.82607993702319
bicref_P356_rho0p22,356.0,78.32000000000001,199.35999999999999,0.0,0.0,2,661.1608286905654,4.2381260022708,453.4334839432964,78.00155402839763,13,6,5,2,26.865070922317297
bicref_P356_rho0p22,356.0,78.32000000000001,199.35999999999999,0.0,0.0,3,659.9232187706291,2.2339018507114163,454.2838461699883,147.70640405720323,13,6,5,2,26.60624886886476
bicref_P356_rho0p22,356.0,78.32000000000001,199.35999999999999,0.0,0.0,4,655.4394871724542,2.180196308844981,457.39151190492885,150.31662160727427,13,6,5,2,29.683483879502194
bicref_P356_rho0p24,356.0,85.44,185.12,0.0,0.0,1,664.0514655992179,2.336820272518551,451.45967373097704,142.08441132777492,14,6,6,2,23.849488001834384
bicref_P356_rho0p24,356.0,85.44,185.12,0.0,0.0,2,667.632009046262,6.578762494228379,449.0384731976303,50.74145856701644,14,6,6,2,27.14007501479985
bicref_P356_rho0p24,356.0,85.44,185.12,0.0,0.0,3,667.74074230867,6.584781092743676,448.9653528755594,50.70333644382723,14,6,6,2,27.21450097140959
bicref_P356_rho0p24,356.0,85.44,185.12,0.0,0.0,4,658.4917209815518,2.2469352081901293,455.2714156422917,146.53108789726883,14,6,6,2,27.60769654640012
bicref_P370_rho0p20,370.0,74.0,222.0,0.0,0.0,1,667.1634064015338,0.010587951441142015,449.3538691172897,31505.783253269892,12,6,4,2,15.652569759050477
bicref_P370_rho0p20,370.0,74.0,222.0,0.0,0.0,2,656.2559498026378,4.957168098503057,456.8224609470733,66.19262618921589,12,6,4,2,30.53922249890364
bicref_P370_rho0p20,370.0,74.0,222.0,0.0,0.0,3,656.2017455059259,4.961107565871442,456.86019589731893,66.13460167847227,12,6,4,2,30.578480928593514
bicref_P370_rho0p20,370.0,74.0,222.0,0.0,0.0,4,653.3721735032427,0.8459375292212586,458.83872952926134,386.18228352199657,12,6,4,2,29.491560144342543
bicref_P370_rho0p22,370.0,81.4,207.2,0.0,0.0,1,661.672077864524,3.984155839995208,453.08313291313146,83.0379262806798,13,6,5,2,26.406026933392507
bicref_P370_rho0p22,370.0,81.4,207.2,0.0,0.0,2,661.5644606172071,4.021971816494166,453.15683632749614,82.24379617780033,13,6,5,2,26.496423735043994
bicref_P370_rho0p22,370.0,81.4,207.2,0.0,0.0,3,668.9791990523141,1.112868042664516,448.13419972502953,300.5653740629444,13,6,5,2,24.95404448599567
bicref_P370_rho0p22,370.0,81.4,207.2,0.0,0.0,4,674.9330002850402,0.03795966723838362,444.1810637106062,8890.133257050384,13,6,5,2,23.02330320620227
bicref_P370_rho0p24,370.0,88.8,192.4,0.0,0.0,1,669.351669541404,2.3804024140656117,447.88482892019704,140.59632639974177,14,6,6,2,26.523275186688334
bicref_P370_rho0p24,370.0,88.8,192.4,0.0,0.0,2,669.4123001535818,2.360801745028302,447.84426269314037,141.77647520875513,14,6,6,2,26.54932060729654
bicref_P370_rho0p24,370.0,88.8,192.4,0.0,0.0,3,648.4845187255706,2.646416351895342,462.29701610944375,122.52125752267425,14,6,6,2,34.944170326923384
bicref_P370_rho0p24,370.0,88.8,192.4,0.0,0.0,4,647.1859238058985,6.078429201636533,463.2246267610613,53.236280487700064,14,6,6,2,37.31979594275361
bicref_P356_exact,356.0,78.32000000000001,199.35999999999999,0.0,0.0,1,660.9607822089558,4.154611220208919,453.5707201841572,79.54544326481152,13,6,5,2,26.968258959056673
bicref_P356_exact,356.0,78.32000000000001,199.35999999999999,0.0,0.0,2,660.8863895414219,4.114818819728066,453.6217763661634,80.30564874118777,13,6,5,2,27.002791986750008
bicref_P356_exact,356.0,78.32000000000001,199.35999999999999,0.0,0.0,3,659.9525419393333,2.2467345506515892,454.2636613218147,146.8692733967919,13,6,5,2,26.59593753661196
bicref_P356_exact,356.0,78.32000000000001,199.35999999999999,0.0,0.0,4,655.5165459944812,2.1823515199317303,457.3377435426686,150.18582936973132,13,6,5,2,29.631227713909695
