design_id,family,target_nm,length_nm,n_periods,min_feature_nm,min_gap_nm,kx_norm,mode_index,freq_thz_real,freq_thz_imag,wavelength_nm,q_value,score
primitive_P560_f0p75,primitive_1d_grating,980.0,560.0,1,140.0,140.0,0.0,1,305.6384841350295,9.220261016627052,980.8727420188135,16.574285889730586,27.995002715955536
primitive_P560_f0p75,primitive_1d_grating,980.0,560.0,1,140.0,140.0,0.0,2,305.6383796124951,9.22005957087349,980.8730774587051,16.57464234710685,27.995300795370106
primitive_P560_f0p75,primitive_1d_grating,980.0,560.0,1,140.0,140.0,0.0,3,307.776918138254,15.485654421096186,974.0576382837542,9.937485035148658,33.953255765600716
primitive_P560_f0p75,primitive_1d_grating,980.0,560.0,1,140.0,140.0,0.0,4,307.77725531816395,15.485609204859866,974.056571172195,9.937524938365804,33.95431590166767
primitive_P560_f0p75,primitive_1d_grating,980.0,560.0,1,140.0,140.0,0.0,5,303.7907250919029,5.645715495934721,986.8387453544101,26.904537193793402,33.11944325119343
primitive_P560_f0p75,primitive_1d_grating,980.0,560.0,1,140.0,140.0,0.0,6,303.7906780148924,5.645644907776237,986.8388982801624,26.904869415047262,33.11957472614503
primitive_P560_f0p75,primitive_1d_grating,980.0,560.0,1,140.0,140.0,0.0,7,303.6781965918053,2.7374137925131732e-08,987.2044202204336,5546808404.019246,7.204420220433576
primitive_P560_f0p75,primitive_1d_grating,980.0,560.0,1,140.0,140.0,0.0,8,302.63974482563117,2.3265688764284778,990.591827827268,65.03992808719556,35.33910761767132
primitive_P560_f0p75,primitive_1d_grating,980.0,560.0,1,140.0,140.0,0.0,9,302.63974250996677,2.3266534138575174,990.5918354068352,65.03756440633754,35.33917833090039
primitive_P560_f0p75,primitive_1d_grating,980.0,560.0,1,140.0,140.0,0.0,10,301.8950637156488,0.6311619084936998,993.0353093893934,239.1581776822819,35.52056844715536
primitive_P560_f0p75,primitive_1d_grating,980.0,560.0,1,140.0,140.0,0.0,11,301.8950620827316,0.631172127690281,993.0353147606123,239.154304220855,35.52060195433955
primitive_P560_f0p75,primitive_1d_grating,980.0,560.0,1,140.0,140.0,0.0,12,310.85059942135604,20.42693076271544,964.4261859493254,7.608842538124737,44.048539664085084
