design_id,family,notes,length_nm,n_periods,pitches_nm,widths_nm,min_feature_nm,min_gap_nm,lambda980_nm,q980,mode980_index,lambda451_nm,q451,mode451_index,dual_score
fine_primitive_P562_f0p72,primitive_1d_grating_fine,saved 980-prioritized tradeoff after fine scan,562.0,1,562,404.64,157.36,157.36,980.1151563591376,3542134894.306067,1,453.2915957181224,1300.0587376152341,2,10.066056538413589
primitive_P294_f0p42,primitive_1d_grating,saved 451 high-Q control branch,294.0,1,294,123.48,123.47999999999999,170.52,990.1350488938132,7.055228874197383,1,445.026698014029,3357534185.6068225,1,76.30382202466558
