period_nm,fill,kx_norm,mode_index,freq_thz_real,freq_thz_imag,wavelength_nm,q_value,score
548.0,0.7,0.0,1,308.42565454750473,0.26955729051226973,972.0088247517198,572.0966662807916,70.416481077739
548.0,0.7,0.0,2,308.42565459492414,0.2695422807728414,972.0088246022768,572.1285241606528,70.41623939189378
548.0,0.7,0.0,3,308.84843808611816,1.0212324038579925,970.6782390021572,151.21359100991918,77.52585272671037
548.0,0.7,0.0,4,308.84847590465023,1.0213492760965222,970.6781201424931,151.19630626509723,77.52646804296356
548.0,0.7,0.0,5,309.54226133520405,2.4259590175925494,968.5025130554112,63.797916430258724,83.4494219908595
548.0,0.7,0.0,6,309.542274005452,2.426021824990125,968.5024734124675,63.796267374204675,83.44957389220303
548.0,0.7,0.0,7,310.5351441634583,4.083578368990186,965.4058924879573,38.02242985240534,88.7937088386759
548.0,0.7,0.0,8,310.53541984313756,4.0834962661767245,965.4050354430932,38.02322808707795,88.79447470965239
548.0,0.75,0.0,1,308.4256545541388,0.2695571275005651,972.0088247308124,572.0970122622564,70.41647847220568
548.0,0.75,0.0,2,308.4256546076464,0.26954212674859895,972.0088245621823,572.1288511151987,70.41623695012436
548.0,0.75,0.0,3,308.8484379150819,1.0212362652287947,970.6782395397065,151.21301917626693,77.52586861259675
548.0,0.75,0.0,4,308.84847599527643,1.0213529783398199,970.6781198576647,151.1957582467233,77.52648406903543
548.0,0.75,0.0,5,308.88088588541564,6.480084754779253e-10,970.5762696860849,238330899651.89645,9.423730313915144
548.0,0.75,0.0,6,309.54226178869595,2.425957460378303,968.502511636516,63.797957475401496,83.44942061567076
548.0,0.75,0.0,7,309.5422736576187,2.426020606356877,968.5024745007759,63.79629934851506,83.44957062723702
548.0,0.75,0.0,8,310.53514228127165,4.083591324129884,965.4058983393857,38.022308996290086,88.79371679152771
548.0,0.8,0.0,1,304.8030035681896,2.7136649629056664e-09,983.5613641941404,56160765557.77554,3.561364194140424
548.0,0.8,0.0,2,308.42565453836033,0.26955753627896706,972.0088247805386,572.096144659759,70.41648500869223
548.0,0.8,0.0,3,308.4256545815659,0.26954239747681996,972.0088246443754,572.1282764209475,70.41624123035186
548.0,0.8,0.0,4,308.84843848080345,1.0212293286295764,970.6782377617029,151.21404655272585,77.52584088372234
548.0,0.8,0.0,5,308.84847563006724,1.021343656907364,970.6781210054784,151.1971379766839,77.52644329005872
548.0,0.8,0.0,6,309.542260239544,2.425960144350955,968.502516483536,63.79788657293861,83.44942059522619
548.0,0.8,0.0,7,309.54227495258283,2.4260238832877628,968.5024704490645,63.79621344310288,83.44958052697906
548.0,0.8,0.0,8,310.53514659063,4.083572398195608,965.4058849422549,38.02248574408096,88.79371000040214
550.0,0.7,0.0,1,307.3051292442149,0.2705649176763575,975.5530561344955,567.8953721779353,66.90426056950943
550.0,0.7,0.0,2,307.30512989513136,0.27054532445510465,975.5530540681339,567.9365010540531,66.90394811671774
550.0,0.7,0.0,3,307.72948327478616,1.0247496004686785,974.207784089057,150.1486232022161,74.02700236833172
550.0,0.7,0.0,4,307.72952264352773,1.0249012240622661,974.2076594557942,150.1264294640125,74.02776898753149
550.0,0.7,0.0,5,308.4259645350697,2.4348266471598468,972.0078478214891,63.3363292813555,79.97562328045491
550.0,0.7,0.0,6,308.4259770595607,2.4349583828980683,972.0078083504183,63.33290524096648,79.97589754284708
550.0,0.7,0.0,7,309.4226605180596,4.097341396032346,968.8768673181983,37.75895521150478,85.35293299295554
550.0,0.7,0.0,8,309.42286689156657,4.097379763695877,968.8762211134789,37.75862682209179,85.35361696840489
550.0,0.75,0.0,1,307.30512925540074,0.270564693354178,975.5530560989855,567.8958430343465,66.90425700417553
550.0,0.75,0.0,2,307.30512991408614,0.27054505675519824,975.5530540079612,567.9370630529578,66.9039438793518
550.0,0.75,0.0,3,307.7294830939025,1.0247556277952812,974.2077846616972,150.14773998166257,74.02702734230871
550.0,0.75,0.0,4,307.7295227178695,1.0249062057528866,974.2076592204438,150.1256997911405,74.02779033133515
550.0,0.75,0.0,5,307.9049161901172,2.0247817541647376e-09,973.6527162654717,76034099862.06984,6.347283734528332
550.0,0.75,0.0,6,308.42596475877826,2.434824147695298,972.0078471164691,63.33639434509496,79.97561952408466
550.0,0.75,0.0,7,308.42597699917127,2.4349565743053114,972.0078085407364,63.33295226982942,79.97589412760692
550.0,0.75,0.0,8,309.4226558925606,4.0973652325677445,968.87688180175,37.75873498329206,85.3529438396006
550.0,0.8,0.0,1,307.3051292342242,0.2705651680483923,975.5530561662116,567.894846647926,66.90426455675347
550.0,0.8,0.0,2,307.30512988237075,0.27054544111898515,975.553054108643,567.9362561264131,66.9039499491424
550.0,0.8,0.0,3,307.72948366120363,1.0247468204690662,974.2077828657394,150.14903072367864,74.02699180438952
550.0,0.8,0.0,4,307.72952237023355,1.0248953805324141,974.2076603209867,150.12728528953548,74.02774336459017
550.0,0.8,0.0,5,303.8424962438352,3.3144508357780138e-09,986.6705997551276,45836024020.0264,6.670599755127569
550.0,0.8,0.0,6,308.42596392843717,2.4348278945588704,972.0078497332981,63.33629670862552,79.97562360214452
550.0,0.8,0.0,7,308.4259775193281,2.4349603596202476,972.0078069014564,63.33285392116809,79.97590251097705
550.0,0.8,0.0,8,309.42266962142673,4.097341980105017,968.8768388133644,37.758950939884215,85.352961989101
552.0,0.7,0.0,1,306.19272751098646,0.2715673351086479,979.0972517113203,563.751025852365,63.391874836997104
552.0,0.7,0.0,2,306.19272922538397,0.27153560855899694,979.0972462292766,563.8168983624427,63.39137288942958
552.0,0.7,0.0,3,306.6186432687981,1.0281355060328106,977.7372139018504,149.1139258734116,70.52760405345474
552.0,0.7,0.0,4,306.61866962566074,1.0283639009013816,977.7371298558087,149.08082117473364,70.52865238127286
552.0,0.7,0.0,5,307.31777937525544,2.443590592797233,975.5128994145615,62.88241988676628,76.50180812356525
552.0,0.7,0.0,6,307.3177932240379,2.443854476713572,975.5128554546404,62.87563276625832,76.50232085807774
552.0,0.7,0.0,7,308.3180262963682,4.110593531945487,972.3481354665489,37.502859854699075,81.91122066370528
552.0,0.7,0.0,8,308.31830117758784,4.111242860890828,972.3472685694484,37.49697009030271,81.91276966693437
552.0,0.75,0.0,1,306.19272751169586,0.27156726868504344,979.0972517090519,563.7511637435404,63.39187377699924
552.0,0.75,0.0,2,306.19272923248315,0.2715355496107995,979.0972462065761,563.8170207756569,63.39137196921092
552.0,0.75,0.0,3,306.6186430136723,1.0281373063852792,977.7372147153886,149.11366463866622,70.52761084838815
552.0,0.75,0.0,4,306.6186698433478,1.028365035706627,977.7371291616543,149.08065676924681,70.52865786480493
552.0,0.75,0.0,5,306.93600861256306,2.8489460921843924e-09,976.7262542936753,53868342657.41123,3.2737457063246893
552.0,0.75,0.0,6,307.3177796109564,2.4435899148571587,975.5128986663807,62.8824373808485,76.50180766352565
552.0,0.75,0.0,7,307.31779303877715,2.4438540530891295,975.5128560427103,62.87564362739157,76.50231951980793
552.0,0.75,0.0,8,308.3180241052797,4.110602585904399,972.3481423766244,37.50277698487906,81.91122335021664
552.0,0.8,0.0,1,306.1927274980101,0.27156756720845476,979.0972517528143,563.75054400914,63.39187850745987
552.0,0.8,0.0,2,306.1927292117147,0.2715358084096427,979.097246272986,563.8164833674315,63.391376042327266
552.0,0.8,0.0,3,306.61864344558404,1.0281307652411762,977.7372133381201,149.114613535399,70.52758458906786
552.0,0.8,0.0,4,306.61866955744676,1.02835887210982,977.7371300733276,149.08155016369736,70.5286309272791
552.0,0.8,0.0,5,307.3177792074785,2.443592407143164,975.5128999471326,62.88237316279105,76.50181081796477
552.0,0.8,0.0,6,307.31779323197003,2.443856451626323,975.5128554294618,62.87558195724999,76.50232439273695
552.0,0.8,0.0,7,308.31802793989164,4.110573727711705,972.3481302833394,37.50304073873499,81.91120490004579
552.0,0.8,0.0,8,302.88898713387863,3.91948263238418e-09,989.7766862929554,38638899000.508446,9.776686292955446
554.0,0.7,0.0,1,306.21753722202976,2.4523872507546147,979.0179253601302,62.432541420162075,73.02796450018562
554.0,0.7,0.0,2,306.2176864497729,2.4527565310539887,979.0174482595513,62.42317216829227,73.02909339542852
554.0,0.7,0.0,3,305.51586074916844,1.031829977329306,981.2664300467616,148.04564097853486,69.56247380028438
554.0,0.7,0.0,4,305.5158194299759,1.0315926677580212,981.2665627571939,148.0796776570538,69.56160815354846
554.0,0.7,0.0,5,305.08836257907836,0.27251948067774007,982.6414074456686,559.7551445135985,65.16142650848887
554.0,0.7,0.0,6,305.08836178724124,0.27257601206355747,982.6414099960507,559.639051649385,65.16232987630721
554.0,0.7,0.0,7,307.22140930279477,4.124443907044156,975.8189010340981,37.243979579657996,78.47053816731314
554.0,0.7,0.0,8,307.2217997141725,4.124928552527556,975.8176609827672,37.239651039037014,78.47228299030806
554.0,0.75,0.0,1,305.97373251935886,9.3908078282536e-10,979.7980223058273,162911294808.30856,0.2019776941726832
554.0,0.75,0.0,2,306.21753749902985,2.452385886283412,979.0179244745242,62.432576213179516,73.02796296551355
554.0,0.75,0.0,3,306.2176863163996,2.4527543957657776,979.0174486859629,62.423226484687426,73.02908919008362
554.0,0.75,0.0,4,305.5158609478813,1.0318352496351082,981.2664294085286,148.0448846150207,69.56249535016426
554.0,0.75,0.0,5,305.51581912777993,1.0315968513296718,981.2665637277978,148.07907698341012,69.56162674100445
554.0,0.75,0.0,6,305.0883625908578,0.272519332108358,982.6414074077287,559.7554496969592,65.16142410273841
554.0,0.75,0.0,7,305.08836180001754,0.27257576154958413,982.6414099549004,559.6395660157021,65.16232584354212
554.0,0.75,0.0,8,307.221404555903,4.124461401738026,975.8189161115198,37.2438210267214,78.4705415784667
554.0,0.8,0.0,1,306.2175371497194,2.4523889863331,979.0179255913158,62.43249722132924,73.02796734356909
554.0,0.8,0.0,2,306.21768636229916,2.4527586007498114,979.0174485392159,62.42311947630884,73.02909678168578
