x_nm,y_nm,abs_ez,abs_ez_squared
46.17750000000007,720.0,2.517146833302003e-06,6.336028180402303e-12
57.72187500000006,719.9999999999998,2.517022551974553e-06,6.335402527148491e-12
34.63312500000007,746.6666666666667,5.344250223971571e-06,2.8561010456420184e-11
46.17750000000007,746.6666666666667,5.345805778993714e-06,2.8577639426722587e-11
57.72187500000006,746.6666666666667,5.345887130628177e-06,2.8578509213415964e-11
34.63312500000007,773.3333333333334,8.42812977824008e-06,7.103337155885718e-11
46.177500000000066,773.3333333333334,8.428009406735415e-06,7.103134256002065e-11
57.72187500000006,773.3333333333334,8.428448032203107e-06,7.103873623154842e-11
34.633125000000064,800.0,1.608293335161373e-05,2.5866074519244923e-10
46.177500000000066,800.0000000000001,1.6078525219561345e-05,2.585189732360702e-10
57.72187500000006,800.0,1.6079455243078945e-05,2.5854888091417895e-10
69.26625,639.9999999999999,3.939216618102606e-07,1.5517427564335734e-13
80.810625,639.9999999999999,3.940390063921075e-07,1.5526673855847931e-13
92.355,639.9999999999999,3.939459869201354e-07,1.551934406104795e-13
69.26625000000003,666.6666666666665,8.367715596122203e-07,7.001866429758675e-13
80.81062500000003,666.6666666666665,8.364318146428982e-07,6.996181805468115e-13
92.35500000000003,666.6666666666666,8.362841699628462e-07,6.993712129304466e-13
69.26625000000004,693.3333333333331,1.3191293184774984e-06,1.7401021588669093e-12
80.81062500000004,693.3333333333331,1.3189657955140708e-06,1.7396707697360656e-12
92.35500000000002,693.3333333333334,1.3188252582075802e-06,1.7393000616862905e-12
103.89937500000002,560.0000000000001,6.227189346732287e-08,3.877788716005609e-15
115.44375000000004,560.0000000000001,6.230889119115701e-08,3.882397921471444e-15
126.98812500000004,560.0000000000001,6.22986944169797e-08,3.8811273260602185e-15
103.89937500000002,586.6666666666667,1.3148324015892507e-07,1.7287842442689566e-14
115.44375000000004,586.6666666666667,1.3145358298404376e-07,1.7280044479342877e-14
126.98812500000001,586.6666666666667,1.3141997565213631e-07,1.72712100004081e-14
103.89937500000002,613.3333333333334,2.0662636756405123e-07,4.26944557727144e-14
115.44375000000004,613.3333333333335,2.06596732015219e-07,4.268220967936822e-14
126.98812500000001,613.3333333333334,2.065477796333898e-07,4.266198527148335e-14
138.53250000000003,480.0,9.69211061582105e-09,9.393700818931111e-17
150.076875,480.0,9.716792567465779e-09,9.441605779915821e-17
161.62124999999997,480.0,9.742130156217271e-09,9.490909998067795e-17
138.53250000000006,506.6666666666667,2.0827080489091856e-08,4.337672816991107e-16
150.07687500000003,506.6666666666667,2.0817693988677178e-08,4.333763830062059e-16
161.62124999999997,506.6666666666667,2.0781135603734303e-08,4.318555969807935e-16
138.53250000000003,533.3333333333334,3.288437693136691e-08,1.0813822461642161e-15
150.076875,533.3333333333334,3.2813162115134776e-08,1.0767036079941161e-15
161.62124999999997,533.3333333333333,3.271298547870709e-08,1.070139418930101e-15
173.16562499999995,400.0,1.307291134674396e-09,1.7090101107982698e-18
184.70999999999995,400.00000000000006,1.4225164561955415e-09,2.023553068147122e-18
196.2543749999999,400.0,1.5399210382944324e-09,2.371356804181803e-18
173.16562499999995,426.6666666666667,3.0623963745751023e-09,9.378271555010731e-18
184.70999999999992,426.6666666666667,3.1856650846767016e-09,1.0148462031728216e-17
196.2543749999999,426.6666666666667,3.3061670078622097e-09,1.0930740283876557e-17
173.16562499999995,453.3333333333333,5.054677836306804e-09,2.554976802885123e-17
184.70999999999992,453.3333333333333,5.129668944614158e-09,2.631350348133893e-17
196.25437499999987,453.3333333333333,5.20022471187839e-09,2.704233705403068e-17
207.7987499999998,320.00000000000006,1.1950446270858685e-10,1.4281316607268025e-20
219.34312499999987,320.00000000000006,1.6766476924046743e-10,2.811147484445919e-20
230.88749999999993,320.00000000000006,2.2680192954223173e-10,5.143911524407945e-20
207.79874999999984,346.66666666666674,4.510090753964068e-10,2.0340918608992175e-19
219.34312499999993,346.66666666666674,5.076381135753337e-10,2.576964543543234e-19
230.8875,346.66666666666674,5.653183754371462e-10,3.195848656068942e-19
207.79874999999984,373.33333333333337,8.585788062119881e-10,7.371575664764027e-19
219.34312499999993,373.33333333333337,9.509841269949384e-10,9.043708097963251e-19
230.8875,373.33333333333337,1.029053087301514e-09,1.0589502564847773e-18
242.43187500000002,240.0,2.3966209452242226e-10,5.743791955087446e-20
253.97625000000002,240.0,2.5502531985495733e-10,6.50379137671233e-20
265.520625,240.0,2.530682907962812e-10,6.404355980655115e-20
277.06499999999994,240.0,2.3337507261617374e-10,5.446392451860437e-20
242.43187500000002,266.6666666666667,2.1557538868665733e-10,4.647274820740338e-20
253.97625000000002,266.6666666666667,2.331435219447221e-10,5.435590182478911e-20
265.520625,266.6666666666667,2.316582511439447e-10,5.366554532307095e-20
277.06499999999994,266.6666666666667,2.1077853874860256e-10,4.442759239699615e-20
242.43187500000002,293.3333333333333,2.103544876067084e-10,4.424901045628084e-20
253.97625000000002,293.3333333333333,2.3662526837991384e-10,5.599151763586625e-20
265.520625,293.3333333333333,2.417603890620596e-10,5.844808571943843e-20
277.06499999999994,293.3333333333333,2.2725383204522334e-10,5.1644304179238577e-20
2.2898349882893854e-14,720.0,2.518249516732124e-06,6.341580628521576e-12
11.54437500000004,720.0000000000001,2.5174718283276843e-06,6.337664406423534e-12
23.088750000000054,720.0,2.517389999336542e-06,6.337252408759635e-12
3.4213372875531903e-14,746.6666666666667,5.343903710061683e-06,2.8557306862411025e-11
11.544375000000048,746.6666666666669,5.345495019014739e-06,2.8574316998311384e-11
23.08875000000006,746.6666666666667,5.345610622139448e-06,2.8575552923530094e-11
4.552839586816996e-14,773.3333333333334,8.426715543603063e-06,7.100953485280147e-11
11.544375000000052,773.3333333333334,8.426602696374096e-06,7.100763300253918e-11
23.08875000000006,773.3333333333334,8.42707411413269e-06,7.101557812508527e-11
5.684341886080801e-14,800.0,1.607991443762185e-05,2.585636483212396e-10
11.544375000000057,800.0000000000001,1.607555039422707e-05,2.5842332047733406e-10
23.088750000000058,800.0,1.607655740563287e-05,2.584556980166091e-10
34.63312500000008,639.9999999999999,3.941825744941071e-07,1.553799020348023e-13
46.17750000000005,639.9999999999999,3.9432498379605567e-07,1.5549219284575957e-13
57.72187500000002,639.9999999999999,3.942380342625115e-07,1.5542362765916916e-13
34.63312500000008,666.6666666666666,8.373078421383229e-07,7.010844225063346e-13
46.17750000000006,666.6666666666666,8.36972165037773e-07,7.005224050480172e-13
57.72187500000003,666.6666666666665,8.367934089262143e-07,7.002232092223545e-13
34.63312500000008,693.3333333333334,1.3197173663148908e-06,1.7416539269531116e-12
